#TradeId,NettingSetId,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CSA_1,3043.03,76189.8,-4277.8,-118476,0,0,3043.03,76189.8,None,32477.9,40660.2
Trade_9765,CSA_1,1612.78,16726.1,-2248.16,-25104.6,n/a,n/a,0,0,None,17343.1,19130.7
Trade_7634,CSA_1,88.1275,17456.4,-121.571,-28395.8,n/a,n/a,0,0,None,1281.83,1733.93
Trade_1112,CSA_1,1100.49,7390.98,-1962.65,-12697.9,n/a,n/a,0,0,None,22854,33041.6
Trade_1935,CSA_1,15815.9,2068.68,-24432.5,-2874.62,n/a,n/a,0,0,None,158684,307292
Trade_3609,CSA_1,3092.57,51214.4,-4234.99,-78125.5,n/a,n/a,0,0,None,33185.4,43179.5
,CSA_10,3274.83,39259.2,-4670.29,-57877.1,0,0,3274.83,39259.2,None,34305.6,41479.7
Trade_5367,CSA_10,2.13209,60.4503,-3.44782,-101.937,n/a,n/a,0,0,None,37.3432,43.7532
Trade_8951,CSA_10,177.623,35118.7,-223.791,-52968.2,n/a,n/a,0,0,None,2013.91,2626.76
Trade_8675,CSA_10,3676.59,275.516,-6304.5,-487.605,n/a,n/a,0,0,None,77482.9,134476
Trade_1104,CSA_10,5590.01,11628.1,-8139.26,-17055.1,n/a,n/a,0,0,None,57711.1,69346.9
Trade_5410,CSA_10,1654.9,2.82078,-2740.09,-4.97794,n/a,n/a,0,0,None,80897.1,127433
,CSA_100,2049.41,47524.1,-2692.96,-72641.9,0,0,2049.41,47524.1,None,22696.4,25556.5
Trade_5432,CSA_100,1012.66,20422.9,-1323.92,-30705.9,n/a,n/a,0,0,None,11360.2,12065.4
Trade_1927,CSA_100,4279,25682,-5985.3,-38423,n/a,n/a,0,0,None,45772.1,51116.7
Trade_4234,CSA_100,1642.38,0.0322944,-2640.77,-0.0524147,n/a,n/a,0,0,None,110002,159743
Trade_2958,CSA_100,29.3481,6017.88,-55.5294,-10309.7,n/a,n/a,0,0,None,911.109,1929.82
Trade_3935,CSA_100,21.9477,337.252,-38.8559,-554.751,n/a,n/a,0,0,None,923.886,1105.2
,CSA_101,3540.37,25385.7,-5445.68,-38640.6,0,0,3540.37,25385.7,None,35373.5,57136.7
Trade_9149,CSA_101,29.3029,0.224428,-44.8038,-0.285193,n/a,n/a,0,0,None,294.063,493.28
Trade_9792,CSA_101,5794.85,8839.07,-9154.54,-13838.3,n/a,n/a,0,0,None,74421.1,102932
Trade_8867,CSA_101,1567.29,17406,-2159.77,-25906.5,n/a,n/a,0,0,None,17116.3,17606.9
Trade_2060,CSA_101,1822.35,2104.21,-3121.58,-3624.48,n/a,n/a,0,0,None,33518.9,47877.5
Trade_5582,CSA_101,180.963,2890.52,-257.301,-4563.29,n/a,n/a,0,0,None,2192.71,3336.17
,CSA_102,6720.02,32716.8,-9441.1,-48356.7,0,0,6720.02,32716.8,None,71865,78526.2
Trade_4808,CSA_102,0.670102,772.091,-0.879366,-1164.51,n/a,n/a,0,0,None,7.79405,10.4098
Trade_8542,CSA_102,9890.27,21311.4,-14267.5,-31040.4,n/a,n/a,0,0,None,103291,116513
Trade_8068,CSA_102,1556.43,15426.2,-2178.14,-23244.5,n/a,n/a,0,0,None,16660.1,18903.6
Trade_7595,CSA_102,649.651,712.754,-950.35,-1069.44,n/a,n/a,0,0,None,6628.8,8904.48
Trade_6778,CSA_102,185.935,57.31,-299.993,-93.6864,n/a,n/a,0,0,None,11670.6,15483.5
,CSA_103,24293.4,645.6,-39197,-842.986,0,0,24293.4,645.6,None,232849,694583
Trade_2367,CSA_103,2.71367,489.346,-4.56595,-842.405,n/a,n/a,0,0,None,56.1132,66.9535
Trade_5178,CSA_103,19798.6,104.099,-31839,-138.776,n/a,n/a,0,0,None,256406,456402
Trade_8847,CSA_103,3870.17,10.6931,-6565.99,-20.1019,n/a,n/a,0,0,None,148668,242788
Trade_7253,CSA_103,3397.08,2423.33,-5094.23,-3550.41,n/a,n/a,0,0,None,34370,45637.4
Trade_3284,CSA_103,3.54026,396.768,-4.5383,-602.645,n/a,n/a,0,0,None,41.4959,42.4819
,CSA_104,7435.58,2547.57,-10987.1,-3540.2,0,0,7435.58,2547.57,None,76622.3,93001
Trade_4918,CSA_104,3643.88,78.2734,-6259.93,-137.953,n/a,n/a,0,0,None,77267.1,145307
Trade_4418,CSA_104,74.7407,1.38568,-113.553,-1.78365,n/a,n/a,0,0,None,754.953,1217.17
Trade_7609,CSA_104,115.36,3901.96,-183.849,-6490.79,n/a,n/a,0,0,None,1878.44,2903
Trade_8691,CSA_104,7916.17,2909.9,-11722.6,-4247.94,n/a,n/a,0,0,None,80986.1,99369.1
Trade_7030,CSA_104,29.4572,0.0888234,-45.5952,-0.111524,n/a,n/a,0,0,None,295.239,547.528
,CSA_105,2426.47,80490.5,-3119.35,-125768,0,0,2426.47,80490.5,None,26116.2,45861
Trade_7715,CSA_105,1782.18,56321.2,-2359.44,-86902.7,n/a,n/a,0,0,None,19273.7,27700.1
Trade_1961,CSA_105,604.395,4367.04,-854.459,-6701.4,n/a,n/a,0,0,None,6384.46,8899.71
Trade_3729,CSA_105,1181.53,1.68644,-1945.48,-3.00582,n/a,n/a,0,0,None,59305.6,101050
Trade_2946,CSA_105,3702.25,21520,-5296.26,-34075.4,n/a,n/a,0,0,None,47282.7,63639.1
Trade_3855,CSA_105,1798.54,4923.01,-3165.74,-8587.55,n/a,n/a,0,0,None,36680.9,49783.2
