#Total,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE
Total,2016-07-05,0,47582276.41,35110062.0,47582276.41,-12472214.41,47582276.41,47582276.41
Total,2016-10-05,0.251366,48087648.8,35530421.39,67351055.23,0.0,48169121.38,48202643.98
Total,2017-01-05,0.502762,47907715.05,35531762.23,74914950.64,0.0,48070191.47,48907070.97
Total,2017-04-05,0.749338,48439636.59,35963522.99,81667553.32,0.0,48686808.92,49403997.82
Total,2017-07-05,0.998653,46263213.17,34556307.76,84332247.32,0.0,46581528.69,49812282.77
Total,2017-10-05,1.25071,46839514.68,35026647.24,89753342.84,0.0,47248612.16,50188926.56
Total,2018-01-05,1.50276,46426891.46,34882576.26,94154588.92,0.0,46921285.29,50490568.71
Total,2018-04-05,1.74934,46931393.07,35272878.88,98680355.04,0.0,47519429.48,50805750.84
Total,2018-07-05,1.99865,44801308.15,33914777.07,99478990.31,0.0,45447942.48,51217918.62
Total,2018-10-05,2.25071,45280065.22,34287281.74,104118567.44,0.0,46035335.17,51497642.81
Total,2019-01-07,2.50824,44855702.47,34132936.47,105604955.45,0.0,45707682.64,51777288.74
Total,2019-04-05,2.74934,45306097.95,34465215.88,109047836.9,0.0,46265040.02,51999596.37
Total,2019-07-05,2.99865,43276366.6,33189623.58,108278699.3,0.0,44289741.38,52448911.87
Total,2019-10-07,3.25619,43627830.61,33436402.97,111872624.9,0.0,44771732.41,52616143.04
Total,2020-01-06,3.50546,43133920.61,33157023.02,113885150.4,0.0,44382885.71,52830100.22
Total,2020-04-06,3.7541,43415408.34,33340680.75,116443373.8,0.0,44791650.53,52955241.72
Total,2020-07-06,4.00273,41324782.52,32134471.08,115349858.6,0.0,42748445.72,53351192.72
Total,2020-10-05,4.25137,41649046.8,32347440.46,117506900.11,0.0,43218826.19,53475883.63
Total,2021-01-05,4.50276,41076958.91,31954311.86,118559717.83,0.0,42760393.61,53619752.84
Total,2021-04-06,4.75208,41369820.45,32154026.19,120238935.0,0.0,43200373.62,53733181.48
Total,2021-07-06,5.00139,39338997.35,30889815.64,117140163.1,0.0,41208603.35,54054386.15
Total,2021-10-05,5.25071,39570501.36,31006369.24,119090707.8,0.0,41598868.46,54139421.8
Total,2022-01-05,5.50276,38802928.34,30431187.96,116701956.21,0.0,40939203.77,54223097.47
Total,2022-04-05,5.74934,38964369.25,30481400.83,117295863.2,0.0,41254659.92,54262805.12
Total,2022-07-05,5.99865,37249698.1,29346422.05,115668611.46,0.0,39579978.52,54538002.48
Total,2022-10-05,6.25071,37392366.82,29386600.31,116195399.71,0.0,39886767.12,54602225.11
Total,2023-01-05,6.50276,36682336.37,28863586.35,114793099.91,0.0,39282455.96,54702230.45
Total,2023-04-05,6.74934,36965064.9,29027655.38,116867392.91,0.0,39736737.05,54759909.8
Total,2023-07-05,6.99865,35093321.23,27872850.71,113012283.45,0.0,37870641.8,54985455.08
Total,2023-10-05,7.25071,35266625.08,27967569.89,114410129.35,0.0,38217755.85,55032739.05
Total,2024-01-05,7.50273,34586504.41,27427253.79,111943082.45,0.0,37638589.38,55078413.26
Total,2024-04-05,7.75137,34705409.99,27498460.22,111730216.95,0.0,37925365.98,55120977.76
Total,2024-07-05,8,32890971.95,26375039.27,107952701.63,0.0,36092329.96,55230256.55
Total,2024-10-07,8.25683,33081421.59,26455968.85,108733994.75,0.0,36467721.15,55276092.85
Total,2025-01-06,8.5055,32265803.69,25817580.59,107764862.79,0.0,35726756.03,55299703.51
Total,2025-04-07,8.75482,32425640.05,25862669.77,107621315.73,0.0,36063359.63,55312021.21
Total,2025-07-07,9.00413,30867758.84,24853173.75,106327333.9,0.0,34483332.17,55408055.44
Total,2025-10-06,9.25345,30977603.32,24868435.4,107008212.16,0.0,34767503.57,55434154.66
Total,2026-01-05,9.50276,30209065.84,24214242.18,104129118.79,0.0,34063109.41,55458805.67
Total,2026-04-07,9.75482,30309974.63,24224364.13,104717467.81,0.0,34338111.51,55486557.07
Total,2026-07-06,10.0014,28648360.75,23174560.67,100108622.88,0.0,32605431.59,55552067.47
Total,2026-10-05,10.2507,28630221.65,23029374.06,99293221.06,0.0,32743881.61,55563457.47
Total,2027-01-05,10.5028,27878949.81,22411523.44,96259483.58,0.0,32042178.51,55569429.08
Total,2027-04-05,10.7493,27904649.38,22331210.9,96645171.56,0.0,32226676.74,55576938.22
Total,2027-07-06,11.0014,26146724.39,21326837.57,92499999.69,0.0,30345640.23,55594448.91
Total,2027-10-05,11.2507,26350540.39,21351521.94,93769562.76,0.0,30731601.62,55614886.01
Total,2028-01-05,11.5027,25547246.6,20718012.36,90181386.47,0.0,29941944.05,55622354.44
Total,2028-04-05,11.7514,25603581.58,20605299.39,90219595.08,0.0,30154565.23,55628596.62
Total,2028-07-05,12,23834208.34,19729239.79,86256090.12,0.0,28207825.0,55633397.39
Total,2028-10-05,12.2514,23880878.81,19659003.92,87765236.33,0.0,28407469.08,55645324.69
Total,2029-01-05,12.5028,23326241.89,19125931.45,86166883.87,0.0,27889598.54,55668844.0
Total,2029-04-05,12.7493,23236785.61,18928629.63,86088289.88,0.0,27921613.42,55675467.69
Total,2029-07-05,12.9987,21584700.12,18122074.94,80302481.96,0.0,26067614.75,55690508.09
Total,2029-10-05,13.2507,21598478.54,17994109.2,79905923.32,0.0,26217620.41,55697592.74
Total,2030-01-07,13.5082,20865189.27,17394133.27,77836222.56,0.0,25459838.04,55711267.37
Total,2030-04-05,13.7493,20823555.78,17235259.82,78452534.86,0.0,25533291.49,55714790.56
Total,2030-07-05,13.9987,19324042.69,16327819.88,73243269.56,0.0,23814472.58,55720650.94
Total,2030-10-07,14.2562,19300048.72,16189170.16,72726997.65,0.0,23909170.44,55726697.4
Total,2031-01-06,14.5055,18503321.86,15479423.8,69693508.93,0.0,23038101.26,55734993.2
Total,2031-04-07,14.7548,18600624.48,15460728.02,69856702.07,0.0,23276379.68,55735239.9
Total,2031-07-07,15.0041,17165394.98,14573271.21,64844792.66,0.0,21589008.63,55741158.92
Total,2031-10-06,15.2534,17108645.6,14425999.49,64036922.28,0.0,21628668.6,55749079.03
Total,2032-01-05,15.5027,16475817.46,13882817.33,62017276.08,0.0,20936133.72,55755485.93
Total,2032-04-05,15.7514,16345751.44,13655744.94,61684812.33,0.0,20878038.47,55755485.93
Total,2032-07-06,16.0027,14939011.4,12804356.32,57101040.32,0.0,19180798.9,55766293.84
Total,2032-10-05,16.2514,14989785.68,12721323.73,57985936.69,0.0,19345303.4,55766293.84
Total,2033-01-05,16.5028,14359513.49,12198627.36,55504402.43,0.0,18628574.39,55772399.74
Total,2033-04-05,16.7493,14317932.75,12054490.49,55084798.64,0.0,18669433.99,55772399.74
Total,2033-07-05,16.9987,13004309.0,11329008.82,50395390.27,0.0,17044070.4,55773268.73
Total,2033-10-05,17.2507,12923785.28,11159933.25,50808836.81,0.0,17026905.35,55774043.65
Total,2034-01-05,17.5028,12241916.61,10642379.55,48169557.63,0.0,16212702.42,55779683.95
Total,2034-04-05,17.7493,12228117.64,10549928.48,48230620.55,0.0,16277065.81,55779683.95
Total,2034-07-05,17.9987,10891302.41,9747633.88,43588780.49,0.0,14572422.01,55780154.39
Total,2034-10-05,18.2507,10960163.62,9693892.01,43582684.13,0.0,14741066.54,55780924.81
Total,2035-01-05,18.5028,10339993.14,9226499.49,41048253.24,0.0,13979516.31,55788631.9
Total,2035-04-05,18.7493,10304546.89,9107550.61,41049558.19,0.0,14002690.1,55788631.9
Total,2035-07-05,18.9987,9003264.38,8343232.02,37043664.4,0.0,12297527.71,55790282.49
Total,2035-10-05,19.2507,9013568.93,8303964.02,37102520.17,0.0,12375835.96,55790282.49
Total,2036-01-07,19.5082,8413204.17,7775677.47,34164017.1,0.0,11613101.26,55790282.49
Total,2036-04-07,19.7568,8384195.95,7650204.49,34044865.83,0.0,11632781.6,55790282.49
Total,2036-07-07,20.0055,7244252.87,6951579.41,29605209.27,0.0,10103013.92,55793796.71
