#TradeId,NettingSetId,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CSA_1,3226.81,69129.5,-5455.63,-118299,0,0,3226.81,69129.5,None,37564.4,49172.8
Trade_9765,CSA_1,634.418,23869.4,-959.532,-40302.2,n/a,n/a,0,0,None,7976.96,8307.29
Trade_7634,CSA_1,32.4569,23718,-49.38,-42348.9,n/a,n/a,0,0,None,499.6,682.389
Trade_1112,CSA_1,4665.82,3700.76,-9338.64,-7096.89,n/a,n/a,0,0,None,88785.1,130662
Trade_1935,CSA_1,8366.46,4474.4,-14150.2,-7640.3,n/a,n/a,0,0,None,90305.1,135204
Trade_3609,CSA_1,7719.47,31558.8,-12831.5,-52783.9,n/a,n/a,0,0,None,88988.6,110065
,CSA_10,860.044,56355.8,-1311.73,-95106,0,0,860.044,56355.8,None,10597,12866.2
Trade_5367,CSA_10,0.505271,101.698,-0.887462,-186.181,n/a,n/a,0,0,None,9.00103,10.9799
Trade_8951,CSA_10,27.8143,40691.7,-37.0344,-68407.6,n/a,n/a,0,0,None,372.481,694.535
Trade_8675,CSA_10,2092.12,1326.08,-3888.63,-2708.58,n/a,n/a,0,0,None,40449.8,65196.4
Trade_1104,CSA_10,2024.45,19138.6,-3243.26,-32234,n/a,n/a,0,0,None,24084.5,27759.7
Trade_5410,CSA_10,1665.16,47.7177,-2676.44,-104.179,n/a,n/a,0,0,None,64707.8,114436
,CSA_100,822.792,56708.3,-1171.05,-95962.4,0,0,822.792,56708.3,None,10674.9,11218
Trade_5432,CSA_100,2267.72,11866.7,-3527.18,-19538.7,n/a,n/a,0,0,None,27697.5,29439.3
Trade_1927,CSA_100,1278.91,44452.5,-1900.84,-74908.9,n/a,n/a,0,0,None,16178.2,17050.1
Trade_4234,CSA_100,2211.68,2.75833,-3297.19,-5.94544,n/a,n/a,0,0,None,108982,177291
Trade_2958,CSA_100,276.141,4914.73,-611.561,-8562.13,n/a,n/a,0,0,None,7445.11,13299.1
Trade_3935,CSA_100,26.2883,709.667,-57.067,-1169.48,n/a,n/a,0,0,None,939.727,1256.19
,CSA_101,888.389,48075.8,-1427.37,-83566.8,0,0,888.389,48075.8,None,10534.8,13939.7
Trade_9149,CSA_101,9.62168,2.45656,-16.2149,-3.697,n/a,n/a,0,0,None,103.252,190.139
Trade_9792,CSA_101,2231.53,20812.4,-3954.19,-37087.2,n/a,n/a,0,0,None,30103.1,37649.5
Trade_8867,CSA_101,603.598,23493.1,-894.242,-39316.4,n/a,n/a,0,0,None,7730.83,7961.37
Trade_2060,CSA_101,805.362,5737.18,-1604,-10860.1,n/a,n/a,0,0,None,14248.1,19406.6
Trade_5582,CSA_101,678.031,1470.38,-1205.11,-2545.74,n/a,n/a,0,0,None,8150.46,12266.8
,CSA_102,1813.73,52966.4,-2706.28,-89104.6,0,0,1813.73,52966.4,None,22918.9,24358.1
Trade_4808,CSA_102,14.2577,303.764,-20.0308,-510.32,n/a,n/a,0,0,None,186.785,224.585
Trade_8542,CSA_102,3450.12,33823.7,-5450.72,-56473.8,n/a,n/a,0,0,None,41639.3,45616.6
Trade_8068,CSA_102,614.418,22441.5,-934.809,-38031.7,n/a,n/a,0,0,None,7685.94,8079.25
Trade_7595,CSA_102,1212.11,286.421,-2073.02,-477.308,n/a,n/a,0,0,None,13178,17606.6
Trade_6778,CSA_102,499.339,87.6227,-783.229,-166.927,n/a,n/a,0,0,None,24034,33184.2
,CSA_103,25678.8,733.407,-45065.6,-1025.62,0,0,25678.8,733.407,None,256731,690442
Trade_2367,CSA_103,1.20161,750.468,-2.27028,-1380.35,n/a,n/a,0,0,None,24.2654,30.3071
Trade_5178,CSA_103,26395.5,38.5911,-46779.8,-56.8975,n/a,n/a,0,0,None,336678,571775
Trade_8847,CSA_103,3644.19,150.902,-6189.51,-332.996,n/a,n/a,0,0,None,116939,211898
Trade_7253,CSA_103,1405.24,5476.84,-2332.12,-9346.43,n/a,n/a,0,0,None,16177.7,18732.4
Trade_3284,CSA_103,36.0476,120.065,-53.9712,-201.04,n/a,n/a,0,0,None,451.73,481.03
,CSA_104,13004.2,931.429,-21800.2,-1370.51,0,0,13004.2,931.429,None,142246,196808
Trade_4918,CSA_104,2386.58,503.471,-4313.69,-1042.75,n/a,n/a,0,0,None,46595.6,93609.7
Trade_4418,CSA_104,19.0332,12.102,-31.662,-18.9337,n/a,n/a,0,0,None,209.2,333.056
Trade_7609,CSA_104,412.724,2811.73,-801.368,-5020.53,n/a,n/a,0,0,None,6444.87,10000.8
Trade_8691,CSA_104,13716.3,1145.41,-23189.6,-1843.27,n/a,n/a,0,0,None,149563,191928
Trade_7030,CSA_104,12.0985,1.28392,-20.7205,-1.87864,n/a,n/a,0,0,None,126.715,265.729
,CSA_105,6208.46,53087.8,-9515.61,-91062.6,0,0,6208.46,53087.8,None,73744.3,121573
Trade_7715,CSA_105,4173.46,35120.2,-6763.74,-59157.2,n/a,n/a,0,0,None,48746.9,65881
Trade_1961,CSA_105,1506.64,2398.73,-2589.29,-4055.55,n/a,n/a,0,0,None,16685.4,22358.7
Trade_3729,CSA_105,1392.39,24.0859,-2225.6,-53.0139,n/a,n/a,0,0,None,55197.5,101919
Trade_2946,CSA_105,8883.82,11702.8,-15660.3,-20271.9,n/a,n/a,0,0,None,113011,152500
Trade_3855,CSA_105,555.478,14145.3,-1132.11,-26380.4,n/a,n/a,0,0,None,10911.4,13001.8
,CSA_106,1045.73,55872.8,-1857.77,-94509.7,0,0,1045.73,55872.8,None,11571.3,18496.6
Trade_3474,CSA_106,0.006299,4.79971,-0.0144836,-6.95323,n/a,n/a,0,0,None,0.250537,0.30332
Trade_7679,CSA_106,766.279,49848.1,-1084.64,-83211.7,n/a,n/a,0,0,None,10022.6,10914.3
Trade_5442,CSA_106,4684.6,4767.49,-8878.72,-9610.54,n/a,n/a,0,0,None,90511.4,127685
