#Total,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE
Total,2021-08-31,6,34038614.49,30237106.5,98396237.8,0.0,37946108.72,48581782.4
Total,2021-11-30,6.24932,34162034.03,30167406.35,99132132.1,0.0,38359436.12,48675795.98
Total,2022-02-28,6.49589,33470263.46,29445166.87,97133207.73,0.0,37852178.47,48764631.47
Total,2022-05-31,6.74795,33692493.55,29464525.43,99064289.18,0.0,38382858.58,48846812.13
Total,2022-08-31,7,32275647.61,28517775.63,96276078.23,0.0,37038344.4,49079443.64
Total,2022-11-30,7.24932,32359817.8,28398635.63,96250523.02,0.0,37409743.75,49143753.33
Total,2023-02-28,7.49589,31599958.93,27613783.9,94617084.18,0.0,36798783.63,49223567.03
Total,2023-05-31,7.74795,31695238.91,27532386.38,95458547.21,0.0,37186012.01,49314463.62
Total,2023-08-31,8,30311998.67,26651595.27,91544981.59,0.0,35829363.9,49444554.67
Total,2023-11-30,8.24932,30403342.38,26633738.05,91548958.2,0.0,36207932.07,49521186.71
Total,2024-02-29,8.49819,29568438.0,25783329.79,90242072.94,0.0,35479035.7,49560608.11
Total,2024-05-31,8.74955,29642767.13,25739472.2,90848802.81,0.0,35839241.68,49600652.49
Total,2024-08-30,8.99819,28340249.04,24921331.52,89309549.48,0.0,34522689.06,49686310.86
Total,2024-11-29,9.24682,28400245.78,24848659.34,90046752.61,0.0,34857664.04,49762026.07
Total,2025-02-28,9.49589,27589774.71,24087381.59,87577558.6,0.0,34119287.3,49803969.59
Total,2025-05-30,9.74521,27607567.19,23974124.03,88467218.81,0.0,34399771.17,49841852.99
Total,2025-08-29,9.99452,26294985.55,23097429.49,85145313.11,0.0,33012319.86,49919314.99
Total,2025-11-28,10.2438,26234854.29,22915172.08,84515945.72,0.0,33189648.24,49939499.89
Total,2026-02-27,10.4932,25414913.51,22085603.42,81796605.7,0.0,32399277.03,49971541.68
Total,2026-05-29,10.7425,25396580.36,21949914.3,82098084.63,0.0,32624590.25,50000196.33
Total,2026-08-28,10.9918,23998262.42,21063093.52,78867321.9,0.0,31065089.22,50038838.73
Total,2026-11-30,11.2493,24107626.2,20990358.77,78763387.8,0.0,31454286.39,50071173.23
Total,2027-02-26,11.4904,23286027.44,20213654.96,76185916.71,0.0,30607928.93,50103745.65
Total,2027-05-28,11.7397,23280359.2,20040516.24,76174019.34,0.0,30835511.93,50122719.85
Total,2027-08-31,12,21861964.06,19296500.44,72937769.48,0.0,29189023.94,50147761.93
Total,2027-11-30,12.2493,21918206.37,19154956.24,74416318.54,0.0,29490453.59,50171897.99
Total,2028-02-29,12.4982,21265403.28,18499391.27,72611520.41,0.0,28833408.03,50186615.21
Total,2028-05-31,12.7496,21160611.54,18214098.15,71997166.92,0.0,28915681.82,50196106.47
Total,2028-08-31,13.0009,19762840.77,17532412.65,66613744.34,0.0,27216821.28,50197873.63
Total,2028-11-30,13.2496,19731922.74,17300596.02,67106925.7,0.0,27384445.55,50201186.22
Total,2029-02-28,13.4959,19050647.68,16579811.91,65032572.39,0.0,26641186.32,50210659.82
Total,2029-05-31,13.7479,18983014.73,16333454.99,65337900.12,0.0,26754190.86,50216229.78
Total,2029-08-31,14,17687614.9,15756538.75,60999744.49,0.0,25123427.0,50229447.37
Total,2029-11-30,14.2493,17655453.57,15556708.39,60359187.02,0.0,25271719.78,50236535.74
Total,2030-02-28,14.4959,16902886.56,14827702.72,58568710.16,0.0,24379581.74,50243521.44
Total,2030-05-31,14.7479,16961218.61,14733422.17,58806622.77,0.0,24655015.7,50266653.47
Total,2030-08-30,14.9973,15815233.73,14031051.67,54383805.14,0.0,23167010.6,50275492.08
Total,2030-11-29,15.2466,15748423.23,13835398.5,54051428.61,0.0,23244540.74,50283839.39
Total,2031-02-28,15.4959,15137271.45,13234608.25,52131839.37,0.0,22512240.02,50290276.98
Total,2031-05-30,15.7452,15016844.15,12980621.18,52453898.12,0.0,22502820.75,50291555.3
Total,2031-08-29,15.9945,13918921.15,12323199.71,48948963.11,0.0,21016024.3,50297266.09
Total,2031-11-28,16.2438,13932261.18,12190811.3,49494504.96,0.0,21195979.02,50306356.09
Total,2032-02-27,16.4927,13366956.66,11650203.72,47795793.67,0.0,20490456.17,50310714.59
Total,2032-05-28,16.7414,13334265.98,11481380.75,47448670.3,0.0,20595630.58,50316247.79
Total,2032-08-31,17.0009,12326322.74,10906262.1,43916447.06,0.0,19189823.65,50323802.34
Total,2032-11-30,17.2496,12252167.11,10716608.57,44451830.53,0.0,19219293.22,50327641.41
Total,2033-02-28,17.4959,11679605.13,10177577.33,42424022.86,0.0,18458816.37,50332645.61
Total,2033-05-31,17.7479,11637606.58,10027941.31,42965370.24,0.0,18533702.63,50336562.71
Total,2033-08-31,18,10575019.41,9426393.98,39273665.71,0.0,16970825.39,50336589.28
Total,2033-11-30,18.2493,10609517.6,9327941.37,39173095.48,0.0,17155545.96,50341971.72
Total,2034-02-28,18.4959,10048350.11,8870887.91,37515074.67,0.0,16370223.6,50349136.39
Total,2034-05-31,18.7479,10019840.57,8732871.52,37688297.45,0.0,16449156.08,50354854.36
Total,2034-08-31,19,9005352.88,8150696.18,34281819.72,0.0,14897263.38,50355237.87
Total,2034-11-30,19.2493,9005581.28,8088967.5,34899148.04,0.0,15010827.47,50357559.81
Total,2035-02-28,19.4959,8354224.9,7512404.33,31666718.22,0.0,14029751.5,50365403.36
Total,2035-05-31,19.7479,8317590.84,7366059.47,31970142.96,0.0,14075518.33,50369311.61
Total,2035-08-31,20,7390071.84,6812691.65,28528048.97,0.0,12601979.05,50370392.77
