#Total,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE
Total,2015-08-31,0,40145722.9,33695237.96,40145722.9,-6450484.94,40145722.9,40145722.9
Total,2015-11-30,0.249315,41019264.0,34473207.8,59687623.5,0.0,41067073.12,41130246.12
Total,2016-02-29,0.498188,41184699.02,34799154.94,67830452.15,0.0,41280761.18,42097509.18
Total,2016-05-31,0.749555,41886389.87,35379665.76,74284314.7,0.0,42047025.52,42736655.52
Total,2016-08-31,1.00092,40363465.03,34646710.13,77420186.54,0.0,40596398.77,43458750.08
Total,2016-11-30,1.24955,41034106.52,35181055.45,81864222.56,0.0,41367419.68,43866016.29
Total,2017-02-28,1.49589,40858594.29,35188193.18,85665427.31,0.0,41319347.09,44246225.13
Total,2017-05-31,1.74795,41409148.31,35585392.22,89958476.14,0.0,42011943.42,44593267.61
Total,2017-08-31,2,39865833.81,34803690.4,90084611.88,0.0,40577425.7,45212719.73
Total,2017-11-30,2.24932,40288238.86,35063808.92,94059068.98,0.0,41186514.15,45423780.86
Total,2018-02-28,2.49589,39986871.58,34891810.05,94276568.0,0.0,41057745.55,45690346.61
Total,2018-05-31,2.74795,40419845.06,35134098.14,96864847.44,0.0,41688413.01,45924871.33
Total,2018-08-31,3,38933558.16,34339908.09,96165935.13,0.0,40335592.12,46473976.24
Total,2018-11-30,3.24932,39239773.64,34462788.05,98669025.2,0.0,40871393.56,46646388.63
Total,2019-02-28,3.49589,38797872.84,34118124.12,99679386.7,0.0,40627710.94,46841857.07
Total,2019-05-31,3.74795,39045451.45,34185023.89,101727032.8,0.0,41110999.26,46969604.97
Total,2019-08-30,3.99726,37556539.35,33362099.84,99975603.0,0.0,39757616.08,47422031.37
Total,2019-11-29,4.24658,37813933.75,33417533.91,101658275.5,0.0,40274499.74,47570661.77
Total,2020-02-28,4.49546,37288724.11,32900057.74,101578432.64,0.0,39958787.71,47717360.71
Total,2020-05-29,4.74409,37544267.86,32940927.15,103342578.76,0.0,40479523.69,47840152.57
Total,2020-08-28,4.99272,35888562.7,32046745.19,100861262.38,0.0,38931823.38,48111335.21
Total,2020-11-30,5.24955,36049467.15,32006645.43,102072331.0,0.0,39378772.44,48212170.1
Total,2021-02-26,5.49041,35322914.59,31197358.81,100040035.2,0.0,38837976.06,48330326.05
Total,2021-05-28,5.73973,35447198.61,31116823.27,100600772.41,0.0,39238724.79,48391080.76
