#TradeId,Total,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,Total,3151256.9788,2515791.94749,-4679147.5559,-3719206.70794,0.0,0.0,3151256.9788,2515791.94749,None,2515791.94749,32162846.989
