#Total,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE
Total,2016-04-30,0,45259730.93,35242713.28,45259730.93,-10017017.65,45259730.93,45259730.93
Total,2016-07-29,0.245902,43225191.88,33993786.58,61903818.2,0.0,43304620.46,46000687.46
Total,2016-10-31,0.502732,43886826.18,34524884.08,70495800.55,0.0,44051826.15,46548810.15
Total,2017-01-31,0.754323,43594491.09,34477577.49,75832879.35,0.0,43849674.48,46969753.48
Total,2017-04-28,0.992679,44174982.5,34914793.18,81121060.49,0.0,44529155.04,47350185.03
Total,2017-07-31,1.25021,42274827.42,33830306.7,83238040.05,0.0,42719409.89,47907775.25
Total,2017-10-31,1.50227,42826366.93,34237668.16,88988341.94,0.0,43406063.12,48217585.23
Total,2018-01-31,1.75432,42509400.14,34147489.66,91998366.64,0.0,43215493.01,48550479.42
Total,2018-04-30,1.99816,43006403.8,34493602.06,95423969.47,0.0,43849017.41,48818911.35
Total,2018-07-31,2.25021,41087064.94,33370519.75,96722369.6,0.0,42027717.57,49348659.82
Total,2018-10-31,2.50227,41617294.31,33745264.86,99295070.43,0.0,42708264.82,49594427.88
Total,2019-01-31,2.75432,41177894.49,33517755.87,100141427.14,0.0,42394562.85,49812421.94
Total,2019-04-30,2.99816,41642093.04,33812911.26,102901825.64,0.0,43007113.07,50028626.74
Total,2019-07-31,3.25021,39739100.19,32678475.59,102343735.6,0.0,41196763.39,50512218.82
Total,2019-10-31,3.50227,40141686.6,32928364.0,106107334.05,0.0,41772867.61,50700162.61
Total,2020-01-31,3.7541,39602196.06,32534760.66,106450098.92,0.0,41368635.49,50852786.3
Total,2020-04-30,4,39967662.69,32748435.13,108552539.39,0.0,41906207.78,51012556.41
Total,2020-07-31,4.25137,38080747.45,31705449.89,106620800.58,0.0,40099498.2,51397409.89
Total,2020-10-30,4.5,38383735.67,31861378.01,109927332.39,0.0,40591346.67,51523900.16
Total,2021-01-29,4.74884,37813560.72,31370034.05,109288413.2,0.0,40159385.18,51677632.54
Total,2021-04-30,4.99816,38002432.53,31445504.95,109823766.75,0.0,40532498.08,51774422.69
Total,2021-07-30,5.24747,36265761.03,30356214.97,107762317.96,0.0,38868955.98,52070170.31
Total,2021-10-29,5.49679,36369941.26,30323072.19,108444210.96,0.0,39171857.64,52144890.44
