#TradeId,Total,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,Total,3113457.5364,2491413.53828,-4550256.8652,-3624532.50197,0.0,0.0,3113457.5364,2491413.53828,None,2491413.53828,31776679.36
