#TradeId,NettingSetId,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CSA_1,2873.73,71774.3,-5639.84,-140797,0,0,2873.73,71774.3,None,33981.1,43497.9
Trade_9765,CSA_1,585.323,24534.7,-1034.76,-47704.8,n/a,n/a,0,0,None,7524.69,7871.73
Trade_7634,CSA_1,25.7269,24475.1,-45.7506,-49535.4,n/a,n/a,0,0,None,404.956,503.359
Trade_1112,CSA_1,4606.47,3718.13,-10313,-8057.65,n/a,n/a,0,0,None,87724.5,130416
Trade_1935,CSA_1,8071.15,4410.97,-15738.2,-8843.73,n/a,n/a,0,0,None,87479.8,127398
Trade_3609,CSA_1,7358.11,32408.4,-14368.3,-62515.9,n/a,n/a,0,0,None,85419.9,104995
,CSA_10,767.71,56371,-1390.74,-109894,0,0,767.71,56371,None,9523.55,11848.3
Trade_5367,CSA_10,0.540787,99.9886,-1.12989,-206.333,n/a,n/a,0,0,None,9.68372,11.9905
Trade_8951,CSA_10,19.0757,40521.1,-30.4005,-78417.5,n/a,n/a,0,0,None,256.55,585.915
Trade_8675,CSA_10,1943.48,1353.98,-4035.73,-3123.36,n/a,n/a,0,0,None,37583.5,60302.2
Trade_1104,CSA_10,1917.02,19029.1,-3633.92,-37048.9,n/a,n/a,0,0,None,22941.4,26454
Trade_5410,CSA_10,1575.01,54.2141,-2720.82,-128.919,n/a,n/a,0,0,None,61174.3,108624
,CSA_100,779.737,58082.4,-1333.68,-112699,0,0,779.737,58082.4,None,10196.8,10722.9
Trade_5432,CSA_100,2001.55,12948.3,-3666.27,-24649.1,n/a,n/a,0,0,None,24796,26036.8
Trade_1927,CSA_100,1276.17,44609,-2266.74,-86490.8,n/a,n/a,0,0,None,16256.2,17075.8
Trade_4234,CSA_100,2134,3.45031,-3374.61,-7.97353,n/a,n/a,0,0,None,105228,171799
Trade_2958,CSA_100,290.905,4694.66,-721.367,-8935.04,n/a,n/a,0,0,None,7854.63,14189.3
Trade_3935,CSA_100,19.2888,769.2,-46.166,-1357.9,n/a,n/a,0,0,None,685.779,929.66
,CSA_101,823.456,49163.2,-1560.91,-97635.9,0,0,823.456,49163.2,None,9879.51,12916.3
Trade_9149,CSA_101,9.35314,2.50554,-18.025,-4.51811,n/a,n/a,0,0,None,100.766,184.062
Trade_9792,CSA_101,2233.75,20756.8,-4632.08,-42177.8,n/a,n/a,0,0,None,30268.5,37811.1
Trade_8867,CSA_101,540.807,24257.5,-940.617,-46806.9,n/a,n/a,0,0,None,7068.84,7314.25
Trade_2060,CSA_101,683.06,6009.26,-1549.78,-12748.6,n/a,n/a,0,0,None,12150,16004.1
Trade_5582,CSA_101,661.544,1442.14,-1369.78,-2847.49,n/a,n/a,0,0,None,7989.66,12014.3
,CSA_102,1624.6,53467.6,-2892.25,-103800,0,0,1624.6,53467.6,None,20669.3,22278
Trade_4808,CSA_102,14.8401,295.552,-25.1419,-569.26,n/a,n/a,0,0,None,195.094,233.556
Trade_8542,CSA_102,3210.56,33699.1,-6030.09,-65071.7,n/a,n/a,0,0,None,38878.3,42887.3
Trade_8068,CSA_102,568.656,23055.2,-1010.36,-44945.1,n/a,n/a,0,0,None,7273.26,7654.89
Trade_7595,CSA_102,1208.27,271.291,-2389.71,-530.683,n/a,n/a,0,0,None,13156.1,17718.7
Trade_6778,CSA_102,549.156,73.2502,-904.661,-151.429,n/a,n/a,0,0,None,26607.5,37614
,CSA_103,26449.6,702.689,-52494.4,-1165.72,0,0,26449.6,702.689,None,265045,706583
Trade_2367,CSA_103,0.795905,781.984,-1.72763,-1598.46,n/a,n/a,0,0,None,16.1905,21.1975
Trade_5178,CSA_103,27183.6,32.6835,-54731.9,-56.4009,n/a,n/a,0,0,None,347419,593542
Trade_8847,CSA_103,3610.94,154.633,-6688.86,-376.897,n/a,n/a,0,0,None,115688,208158
Trade_7253,CSA_103,1422.13,5421.04,-2771.62,-10675.2,n/a,n/a,0,0,None,16453.9,19013.4
Trade_3284,CSA_103,36.6154,116.844,-65.6765,-224.154,n/a,n/a,0,0,None,460.497,489.623
,CSA_104,13215,902.3,-25516.3,-1580.37,0,0,13215,902.3,None,145072,199507
Trade_4918,CSA_104,2286.09,497.297,-4584.78,-1172.77,n/a,n/a,0,0,None,44689.4,87199.9
Trade_4418,CSA_104,18.5007,12.2004,-35.4086,-22.7088,n/a,n/a,0,0,None,204.42,319.388
Trade_7609,CSA_104,389.175,2870,-873.741,-5794.72,n/a,n/a,0,0,None,6098.31,9491.1
Trade_8691,CSA_104,14055.3,1067.28,-27408.6,-1997.02,n/a,n/a,0,0,None,153667,198597
