#Total,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE
Total,2022-01-31,6.50411,33974269.79,29471970.01,97501370.94,0.0,38565109.14,49632373.68
Total,2022-04-29,6.74521,34181699.31,29485530.09,99574687.92,0.0,39071527.54,49710951.86
Total,2022-07-29,6.99452,32707224.53,28508183.81,96624672.79,0.0,37656114.11,49950896.3
Total,2022-10-31,7.25205,32811337.02,28408019.28,96561948.97,0.0,38066802.2,50014732.14
Total,2023-01-31,7.50411,32049903.26,27622874.26,95056346.19,0.0,37464125.45,50099354.92
Total,2023-04-28,7.74247,32132338.96,27535199.81,95858708.11,0.0,37828598.11,50181662.8
Total,2023-07-31,8,30713688.9,26638762.42,91735092.89,0.0,36437380.77,50313041.47
Total,2023-10-31,8.25205,30806794.8,26625354.83,92302844.95,0.0,36826309.32,50387619.95
Total,2024-01-31,8.50389,29960176.25,25782070.97,90595323.2,0.0,36087295.86,50428272.52
Total,2024-04-30,8.74979,30030912.06,25736901.88,91216118.56,0.0,36442238.24,50467832.55
Total,2024-07-31,9.00115,28692847.61,24907942.04,89633036.41,0.0,35083947.83,50560840.71
Total,2024-10-31,9.25252,28750133.25,24832557.84,90535326.5,0.0,35425843.34,50631725.19
Total,2025-01-31,9.50411,27924099.31,24072700.97,88182031.22,0.0,34674297.14,50672508.06
Total,2025-04-30,9.74795,27942438.56,23964239.8,89184590.95,0.0,34956784.81,50705244.67
Total,2025-07-31,10,26588969.61,23072598.84,85777363.78,0.0,33520996.54,50790672.93
Total,2025-10-31,10.2521,26537977.92,22900057.36,85391890.1,0.0,33719447.29,50811623.64
Total,2026-01-30,10.5014,25721457.2,22082938.5,82466135.14,0.0,32936010.28,50843484.45
Total,2026-04-30,10.7479,25715326.56,21965132.45,82584653.17,0.0,33181276.23,50874745.81
Total,2026-07-31,11,24294250.23,21071997.21,79443799.58,0.0,31593969.83,50920739.32
Total,2026-10-30,11.2493,24402498.35,21000598.89,79302173.95,0.0,31981417.53,50953957.42
Total,2027-01-29,11.4986,23587307.95,20244248.59,76679484.51,0.0,31153344.3,50988292.72
Total,2027-04-30,11.7479,23593041.8,20087256.86,77003282.74,0.0,31403130.87,51009110.32
Total,2027-07-30,11.9973,22143111.3,19322732.21,73570661.9,0.0,29702301.22,51036805.42
Total,2027-10-29,12.2466,22211173.07,19197577.1,74960568.48,0.0,30023335.99,51064458.91
Total,2028-01-31,12.5039,21569205.62,18566410.03,73215513.92,0.0,29387716.54,51081951.32
Total,2028-04-28,12.7443,21464470.64,18284927.58,72667745.79,0.0,29462979.2,51091808.07
Total,2028-07-31,13.0012,20046398.19,17598482.85,67657010.53,0.0,27735564.88,51093796.81
Total,2028-10-31,13.2525,20018186.01,17374681.01,67755859.81,0.0,27912356.57,51097345.5
Total,2029-01-31,13.5041,19343361.92,16668917.59,65599678.76,0.0,27181564.89,51104757.61
Total,2029-04-30,13.7479,19281251.88,16435752.81,65934296.67,0.0,27298518.52,51110818.39
Total,2029-07-31,14,17964128.11,15849481.44,61652710.62,0.0,25631914.18,51124201.55
Total,2029-10-31,14.2521,17935923.62,15656833.63,60955372.46,0.0,25791095.07,51132693.7
Total,2030-01-31,14.5041,17189191.66,14940668.4,59175798.52,0.0,24909924.57,51140078.42
Total,2030-04-30,14.7479,17241491.63,14847176.56,59696015.89,0.0,25174051.35,51163437.94
Total,2030-07-31,15,16075408.67,14134123.28,55251327.54,0.0,23654359.34,51174566.75
Total,2030-10-31,15.2521,16006654.72,13941038.04,55139689.29,0.0,23736407.72,51186148.23
Total,2031-01-31,15.5041,15399742.24,13352457.01,52752088.65,0.0,23014044.64,51192610.61
Total,2031-04-30,15.7479,15283992.14,13107871.85,53112338.96,0.0,23012907.36,51193905.87
Total,2031-07-31,16,14171149.67,12441996.29,49626683.82,0.0,21503293.36,51200075.27
Total,2031-10-31,16.2521,14177896.15,12304464.26,50349905.57,0.0,21680868.84,51209872.27
Total,2032-01-30,16.5012,13609369.68,11765127.61,48754897.47,0.0,20971584.92,51214233.77
Total,2032-04-30,16.7498,13580528.61,11603331.11,48036639.49,0.0,21088152.86,51220427.87
Total,2032-07-30,16.9984,12538579.7,11002144.95,44615103.67,0.0,19619968.87,51227944.97
Total,2032-10-29,17.2471,12470053.24,10818990.98,45243766.85,0.0,19662880.61,51231389.4
Total,2033-01-31,17.5041,11893354.33,10281692.9,42875270.71,0.0,18902591.73,51236328.0
Total,2033-04-29,17.7452,11850186.68,10133349.23,43462684.63,0.0,18974083.59,51240255.1
Total,2033-07-29,17.9945,10766002.31,9517840.23,39820337.97,0.0,17370746.9,51240262.47
Total,2033-10-31,18.2521,10780390.29,9408998.47,39744098.83,0.0,17532213.93,51244327.0
Total,2034-01-31,18.5041,10216766.8,8952296.59,38115948.76,0.0,16744830.9,51251431.6
Total,2034-04-28,18.7425,10184127.19,8814250.67,38275755.2,0.0,16814086.31,51256934.82
Total,2034-07-31,19,9145204.61,8209539.57,34588198.61,0.0,15218821.55,51257108.85
Total,2034-10-31,19.2521,9148847.95,8146047.76,34799008.9,0.0,15343312.45,51260258.78
Total,2035-01-31,19.5041,8526788.87,7603557.6,32025547.51,0.0,14411301.14,51268461.48
Total,2035-04-30,19.7479,8476276.36,7455718.54,32158866.38,0.0,14433720.24,51271046.27
Total,2035-07-31,20,7506536.97,6874902.09,28415315.77,0.0,12881832.5,51271667.68
