#Total,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE
Total,2015-07-31,0,41435617.7,34592691.8,41435617.7,-6842925.9,41435617.7,41435617.7
Total,2015-10-30,0.249315,42124345.29,35181221.3,60389382.73,0.0,42171930.06,42234156.06
Total,2016-01-29,0.498421,42218859.54,35421067.12,68461655.1,0.0,42314357.46,43160604.46
Total,2016-04-29,0.747054,42860311.31,35934689.51,74540215.47,0.0,43021992.53,43746404.53
Total,2016-07-29,0.995688,41251307.07,35109460.1,77254899.39,0.0,41488338.06,44417019.97
Total,2016-10-31,1.25252,41923411.21,35636627.21,81885880.17,0.0,42270558.41,44813881.39
Total,2017-01-31,1.50411,41714661.65,35598952.03,85817916.0,0.0,42200014.87,45189335.75
Total,2017-04-28,1.74247,42222041.04,35942663.06,89721703.38,0.0,42849202.66,45495052.48
Total,2017-07-31,2,40630980.61,35118922.32,90109269.7,0.0,41376269.11,46099543.92
Total,2017-10-31,2.25205,41071099.88,35367285.55,93970322.4,0.0,42016887.05,46315310.41
Total,2018-01-31,2.50411,40777200.49,35182679.65,94446936.8,0.0,41910482.16,46595195.48
Total,2018-04-30,2.74795,41191018.18,35401566.59,96934919.95,0.0,42526508.96,46823088.8
Total,2018-07-31,3,39657442.63,34569898.5,96378499.0,0.0,41133864.19,47359305.53
Total,2018-10-31,3.25205,39977794.61,34681675.84,98955101.04,0.0,41699967.03,47530920.95
Total,2019-01-31,3.50411,39526277.84,34317134.26,99850732.32,0.0,41464365.1,47735965.06
Total,2019-04-30,3.74795,39779683.75,34387508.69,102167668.5,0.0,41960643.27,47872417.96
Total,2019-07-31,4,38246215.63,33537397.42,100424797.1,0.0,40573351.74,48321310.91
Total,2019-10-31,4.25205,38507381.2,33575275.28,102174372.8,0.0,41110816.92,48464690.24
Total,2020-01-31,4.50389,37949603.96,33020213.67,102211297.45,0.0,40775129.4,48611554.54
Total,2020-04-30,4.74979,38199062.22,33056409.76,103782927.05,0.0,41300671.09,48733499.55
Total,2020-07-31,5.00115,36482222.08,32124791.02,101268329.32,0.0,39697365.03,49002405.63
Total,2020-10-30,5.24979,36627505.4,32062009.75,102549416.3,0.0,40131311.13,49093022.39
Total,2021-01-29,5.49863,35892055.86,31247481.76,100786011.62,0.0,39598765.66,49211722.23
Total,2021-04-30,5.74795,36016689.06,31174199.41,101186502.4,0.0,40012356.46,49273061.76
Total,2021-07-30,5.99726,34534288.48,30241481.78,98822665.45,0.0,38632070.54,49450159.8
Total,2021-10-29,6.24658,34669593.89,30185546.69,99685263.5,0.0,39062945.93,49539009.66
