#TradeId,Total,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,Total,2933075.02642,2533134.54406,-5703767.24678,-4935502.32618,0.0,0.0,2933075.02642,2533134.54406,None,2533134.54406,32195743.2755
