#TradeId,Total,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,Total,2846572.14502,2461126.05815,-5015988.58219,-4326955.35755,0.0,0.0,2846572.14502,2461126.05815,None,2461126.05815,30780889.9554
