#TradeId,NettingSetId,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CSA_1,3081.84,75223,-4405.7,-114394,0,0,3081.84,75223,None,33033.1,42039.7
Trade_9765,CSA_1,1281.01,17712.3,-1810.08,-26348.5,n/a,n/a,0,0,None,14014.6,15235.2
Trade_7634,CSA_1,64.1381,17875.3,-86.1685,-27932.7,n/a,n/a,0,0,None,941.704,1291.5
Trade_1112,CSA_1,1368.34,6998.4,-2300.83,-11458.7,n/a,n/a,0,0,None,28358.4,40459
Trade_1935,CSA_1,14872.9,2280.4,-22465.7,-3196.79,n/a,n/a,0,0,None,149987,289758
Trade_3609,CSA_1,3677.18,48538.4,-5156.01,-72870.5,n/a,n/a,0,0,None,39528.2,51083.9
,CSA_10,2869.08,41266.4,-4106.93,-60691.4,0,0,2869.08,41266.4,None,30510.7,36704.2
Trade_5367,CSA_10,1.72355,63.9388,-2.62076,-102.838,n/a,n/a,0,0,None,30.3657,35.3219
Trade_8951,CSA_10,156.081,35767.8,-208.632,-53361.8,n/a,n/a,0,0,None,1796.95,2339.44
Trade_8675,CSA_10,3355.81,318.457,-5479.26,-531.222,n/a,n/a,0,0,None,70903.1,123767
Trade_1104,CSA_10,5049.92,12433.1,-7343.46,-18213,n/a,n/a,0,0,None,52708.8,62902.7
Trade_5410,CSA_10,1625.51,3.14157,-2595.91,-5.52172,n/a,n/a,0,0,None,79681.9,125799
,CSA_100,1955.39,48767.7,-2667.11,-73481.3,0,0,1955.39,48767.7,None,21904.2,24345.1
Trade_5432,CSA_100,1133.4,19715.5,-1555.14,-29359.3,n/a,n/a,0,0,None,12805.2,13510.3
Trade_1927,CSA_100,3939.03,27619.9,-5595.29,-40997.5,n/a,n/a,0,0,None,42576.2,47317.4
Trade_4234,CSA_100,1625.43,0.0453057,-2511.34,-0.0721369,n/a,n/a,0,0,None,109126,158735
Trade_2958,CSA_100,32.7382,5885.89,-59.2707,-9671.01,n/a,n/a,0,0,None,1008.61,2120.67
Trade_3935,CSA_100,20.5313,342.086,-35.6563,-543.048,n/a,n/a,0,0,None,866.115,1031.41
,CSA_101,2944.16,27910.3,-4443.89,-41927.6,0,0,2944.16,27910.3,None,29624.2,47060.2
Trade_9149,CSA_101,28.0419,0.234416,-42.1665,-0.317124,n/a,n/a,0,0,None,282.955,473.5
Trade_9792,CSA_101,5357.55,10023.4,-8190.39,-15236.9,n/a,n/a,0,0,None,69108.2,94909.2
Trade_8867,CSA_101,1224.33,18398.7,-1725.97,-27262.9,n/a,n/a,0,0,None,13612.9,13969.1
Trade_2060,CSA_101,1563.97,2334.46,-2550.12,-3817.93,n/a,n/a,0,0,None,28827.3,40990.7
Trade_5582,CSA_101,210.757,2593.98,-298.233,-3972.59,n/a,n/a,0,0,None,2556.16,3851.96
,CSA_102,5793.39,35340.9,-8237.62,-52092.6,0,0,5793.39,35340.9,None,62884.6,68134.1
Trade_4808,CSA_102,0.645494,747.479,-0.912793,-1115.59,n/a,n/a,0,0,None,7.59116,10.2943
Trade_8542,CSA_102,8897.4,22770.2,-12881.6,-33270,n/a,n/a,0,0,None,94023.2,105102
Trade_8068,CSA_102,1239.44,16354.5,-1753.23,-24374.5,n/a,n/a,0,0,None,13495.2,15086.8
Trade_7595,CSA_102,700.446,651.7,-1021.33,-965.136,n/a,n/a,0,0,None,7175.84,9603
Trade_6778,CSA_102,192.535,54.1066,-299.076,-85.8591,n/a,n/a,0,0,None,12150.5,16277.1
,CSA_103,24214,657.647,-37754.6,-911.727,0,0,24214,657.647,None,232632,695200
Trade_2367,CSA_103,2.07512,500.931,-3.23316,-821.42,n/a,n/a,0,0,None,43.0347,50.6608
Trade_5178,CSA_103,20261.5,76.1993,-31398.4,-100.474,n/a,n/a,0,0,None,263127,465531
Trade_8847,CSA_103,3861.78,15.6045,-6313.06,-28.1877,n/a,n/a,0,0,None,148611,242850
Trade_7253,CSA_103,3146.47,2746.36,-4664.65,-4021.99,n/a,n/a,0,0,None,32006.2,41804.5
Trade_3284,CSA_103,3.6304,379.997,-4.96918,-569.342,n/a,n/a,0,0,None,42.8947,44.0201
,CSA_104,8182.69,2100.86,-12078.8,-2947.36,0,0,8182.69,2100.86,None,84563.8,106111
Trade_4918,CSA_104,3384.13,92.4232,-5537.44,-152.674,n/a,n/a,0,0,None,71918.1,136652
Trade_4418,CSA_104,71.0678,1.45245,-106.478,-1.9719,n/a,n/a,0,0,None,722.352,1158.62
Trade_7609,CSA_104,146.095,3732.77,-223.24,-5937.25,n/a,n/a,0,0,None,2370.29,3656.13
Trade_8691,CSA_104,8648.4,2369.43,-12760.4,-3447.02,n/a,n/a,0,0,None,88872.9,109484
Trade_7030,CSA_104,28.312,0.0942176,-42.8542,-0.126644,n/a,n/a,0,0,None,285.036,529.024
,CSA_105,2787.4,76845.2,-3702.5,-117189,0,0,2787.4,76845.2,None,30189.9,52039.4
Trade_7715,CSA_105,2025.47,53632.8,-2754.32,-81092.1,n/a,n/a,0,0,None,22061.7,31325
Trade_1961,CSA_105,708.311,4108.57,-1010.95,-6181.98,n/a,n/a,0,0,None,7484.24,10391.6
Trade_3729,CSA_105,1146.35,1.89412,-1819.69,-3.33876,n/a,n/a,0,0,None,57617.3,98228.4
Trade_2946,CSA_105,4106.02,20417.5,-5844.8,-31244.6,n/a,n/a,0,0,None,52403.3,70121.8
Trade_3855,CSA_105,1698.75,5581.9,-2843.19,-9237.23,n/a,n/a,0,0,None,34684.5,48028.2
,CSA_106,1408.54,57403.6,-2235.39,-84361.1,0,0,1408.54,57403.6,None,13606,33502
Trade_3474,CSA_106,0.00514286,2.60273,-0.00899633,-3.94914,n/a,n/a,0,0,None,0.236169,0.286603
