#TradeId,NettingSetId,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CSA_1,3087.46,76830.1,-4370.1,-121469,0,0,3087.46,76830.1,None,33032.6,41058.4
Trade_9765,CSA_1,1832.51,16680.9,-2582.11,-25385.1,n/a,n/a,0,0,None,19718.1,21675.4
Trade_7634,CSA_1,107.258,17496.3,-150.757,-28998.1,n/a,n/a,0,0,None,1560.39,2064.03
Trade_1112,CSA_1,1077.38,7451.27,-1941.53,-13071,n/a,n/a,0,0,None,22402.8,32356.3
Trade_1935,CSA_1,15692.9,2109.96,-24637.3,-2959.43,n/a,n/a,0,0,None,157774,303452
Trade_3609,CSA_1,3015.15,51729.4,-4158.7,-80156,n/a,n/a,0,0,None,32476.6,42034.2
,CSA_10,3282.37,39431.4,-4727.58,-58870.1,0,0,3282.37,39431.4,None,34502.9,41784.2
Trade_5367,CSA_10,2.29241,60.806,-3.75316,-104.471,n/a,n/a,0,0,None,40.1675,47.0498
Trade_8951,CSA_10,183.017,35145.5,-231.871,-53794,n/a,n/a,0,0,None,2081.38,2729.63
Trade_8675,CSA_10,3728.76,297.092,-6527.15,-531.093,n/a,n/a,0,0,None,78679.7,135659
Trade_1104,CSA_10,5554.15,11742.8,-8173.03,-17439.6,n/a,n/a,0,0,None,57528.9,69199.9
Trade_5410,CSA_10,1631.98,3.01309,-2796.44,-5.57565,n/a,n/a,0,0,None,79834.7,125603
,CSA_100,2117.21,46783.8,-2809.26,-72633.2,0,0,2117.21,46783.8,None,23486.3,26470.6
Trade_5432,CSA_100,1045.85,20311.4,-1377.04,-30983.9,n/a,n/a,0,0,None,11762.9,12510.8
Trade_1927,CSA_100,4417.14,25195.2,-6248.9,-38190.2,n/a,n/a,0,0,None,47297.7,52895
Trade_4234,CSA_100,1624.62,0.0421313,-2703.88,-0.0728946,n/a,n/a,0,0,None,108573,158021
Trade_2958,CSA_100,30.3336,5959.42,-58.4618,-10498.7,n/a,n/a,0,0,None,943.393,1988.27
Trade_3935,CSA_100,23.9261,342.376,-44.0199,-583.349,n/a,n/a,0,0,None,1012.83,1207.45
,CSA_101,3853.61,24953.6,-5990.22,-38514.2,0,0,3853.61,24953.6,None,38657,61371.4
Trade_9149,CSA_101,29.4711,0.240225,-45.7639,-0.307316,n/a,n/a,0,0,None,296.394,495.548
Trade_9792,CSA_101,5990.35,8585.78,-9622.35,-13640.5,n/a,n/a,0,0,None,77034.2,106791
Trade_8867,CSA_101,1807.58,17302.7,-2514.04,-26099.4,n/a,n/a,0,0,None,19758.5,20263.4
Trade_2060,CSA_101,1906.09,2165.06,-3320.36,-3791.96,n/a,n/a,0,0,None,35123.9,49997.8
Trade_5582,CSA_101,190.515,2970.16,-274.182,-4768.49,n/a,n/a,0,0,None,2312.67,3486.06
,CSA_102,6808.13,32772,-9643.62,-49081,0,0,6808.13,32772,None,73010.4,79918.8
Trade_4808,CSA_102,0.727801,777.597,-0.953821,-1189.83,n/a,n/a,0,0,None,8.50032,11.2503
Trade_8542,CSA_102,9846.72,21491.7,-14340.9,-31685.8,n/a,n/a,0,0,None,103198,116459
Trade_8068,CSA_102,1763.81,15388,-2495.82,-23516.6,n/a,n/a,0,0,None,18890.9,21391.7
Trade_7595,CSA_102,657.699,706.73,-973.802,-1074.44,n/a,n/a,0,0,None,6725.93,9023.92
Trade_6778,CSA_102,192.005,60.8739,-321.485,-103.705,n/a,n/a,0,0,None,12018.7,15933.1
,CSA_103,24420.8,655.319,-40202.9,-862.486,0,0,24420.8,655.319,None,234465,695140
Trade_2367,CSA_103,3.18095,493.057,-5.38456,-866.773,n/a,n/a,0,0,None,65.9374,79.1096
Trade_5178,CSA_103,19836.2,126.581,-32490.9,-172.058,n/a,n/a,0,0,None,257321,457964
Trade_8847,CSA_103,3833.13,11.0465,-6713.37,-21.265,n/a,n/a,0,0,None,147411,240129
Trade_7253,CSA_103,3482.3,2362.68,-5300.98,-3498.84,n/a,n/a,0,0,None,35295.5,47023.1
Trade_3284,CSA_103,3.74748,399.697,-4.82681,-616.177,n/a,n/a,0,0,None,43.98,45.0221
,CSA_104,7398.11,2782.16,-11061.4,-3907.09,0,0,7398.11,2782.16,None,76494.3,91598.4
Trade_4918,CSA_104,3682.49,86.5752,-6462.02,-153.367,n/a,n/a,0,0,None,78184,146385
Trade_4418,CSA_104,75.2963,1.46307,-116.114,-1.89867,n/a,n/a,0,0,None,762.331,1222.82
Trade_7609,CSA_104,111.41,3925.53,-178.834,-6659.8,n/a,n/a,0,0,None,1817.82,2805.53
Trade_8691,CSA_104,7926.15,3195.3,-11885.6,-4719.67,n/a,n/a,0,0,None,81286.1,99383.4
Trade_7030,CSA_104,29.574,0.0974171,-46.5382,-0.123067,n/a,n/a,0,0,None,296.977,549.82
,CSA_105,2495.94,79937.9,-3250.88,-126995,0,0,2495.94,79937.9,None,26927.5,47175.8
Trade_7715,CSA_105,1836.41,55935.5,-2451.73,-87722.6,n/a,n/a,0,0,None,19915.1,28672.4
Trade_1961,CSA_105,587.751,4430.5,-838.173,-6909.55,n/a,n/a,0,0,None,6229.21,8643.59
Trade_3729,CSA_105,1190.54,2.066,-2028.08,-3.83702,n/a,n/a,0,0,None,59787.6,101715
