#Total,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE
Total,2016-07-06,0,47444266.63,35021192.7,47444266.63,-12423073.93,47444266.63,47444266.63
Total,2016-10-06,0.251366,47970022.93,35462141.0,67484259.25,0.0,48052633.58,48085231.88
Total,2017-01-06,0.50277,47805388.85,35481519.61,75238421.43,0.0,47970211.46,48801858.26
Total,2017-04-06,0.749345,48355736.29,35928892.25,82110340.6,0.0,48607254.8,49318659.1
Total,2017-07-06,0.99866,46201419.61,34542375.14,84904983.45,0.0,46526478.64,49740619.09
Total,2017-10-06,1.25071,46791162.03,35025050.02,90385177.9,0.0,47210347.43,50129344.63
Total,2018-01-08,1.50825,46399810.94,34902114.63,94982429.5,0.0,46915129.33,50446311.01
Total,2018-04-06,1.74935,46901670.11,35285834.17,99447165.75,0.0,47517352.18,50757827.0
Total,2018-07-06,1.99866,44798647.43,33946022.99,100333798.34,0.0,45480562.67,51175080.77
Total,2018-10-09,2.25893,45298103.27,34334888.77,105038753.64,0.0,46099806.63,51471647.76
Total,2019-01-07,2.50551,44855459.2,34160649.69,106462542.36,0.0,45755211.39,51740697.92
Total,2019-04-08,2.75482,45327030.15,34511150.17,109780553.55,0.0,46344747.25,51975814.89
Total,2019-07-08,3.00414,43307581.17,33241509.37,108956717.1,0.0,44383801.36,52427908.54
Total,2019-10-07,3.25345,43649316.91,33475924.55,112282340.38,0.0,44856023.95,52592248.99
Total,2020-01-06,3.50273,43157589.87,33199212.56,114421887.3,0.0,44471595.52,52805276.49
Total,2020-04-06,3.75137,43436875.25,33381487.72,117032837.5,0.0,44881412.03,52929073.5
Total,2020-07-06,4,41352915.42,32178415.03,115671953.96,0.0,42844634.32,53325170.41
Total,2020-10-06,4.25137,41681521.75,32394791.0,118086138.89,0.0,43322687.69,53452233.31
Total,2021-01-06,4.50277,41111809.17,32004895.97,119169524.86,0.0,42867151.18,53596644.21
Total,2021-04-06,4.74935,41400346.46,32199537.9,120789256.9,0.0,43302968.13,53713765.58
Total,2021-07-06,4.99866,39378737.52,30940201.12,117454052.8,0.0,41318672.33,54035784.41
Total,2021-10-06,5.25071,39614035.09,31060103.85,119373385.6,0.0,41716803.88,54121694.51
Total,2022-01-06,5.50277,38836846.9,30478777.72,117160348.6,0.0,41047618.51,54205818.07
Total,2022-04-06,5.74935,38995701.22,30527957.13,117554424.5,0.0,41362606.83,54246418.31
Total,2022-07-06,5.99866,37275045.68,29386381.21,115837475.57,0.0,39680214.52,54516616.36
Total,2022-10-06,6.25071,37427457.58,29434945.24,116503395.62,0.0,40000216.5,54582266.42
Total,2023-01-06,6.50277,36721712.98,28914683.39,115274108.87,0.0,39401693.37,54682678.42
Total,2023-04-06,6.74935,37008139.07,29081254.9,117155926.5,0.0,39863100.26,54740035.3
Total,2023-07-06,6.99866,35146050.31,27929262.94,113306485.43,0.0,38005904.42,54961462.05
Total,2023-10-06,7.25071,35317886.36,28023349.46,114606261.2,0.0,38354651.28,55008549.85
Total,2024-01-08,7.5082,34641035.43,27489690.11,112545308.11,0.0,37784093.8,55056509.62
Total,2024-04-08,7.75683,34761321.72,27561429.71,112085933.56,0.0,38075754.85,55101367.65
Total,2024-07-08,8.00546,32940350.82,26433193.96,108138132.83,0.0,36233883.76,55216414.7
Total,2024-10-07,8.2541,33125096.92,26510772.17,108596981.82,0.0,36599929.31,55262170.2
Total,2025-01-06,8.50277,32306212.7,25875066.63,107964549.29,0.0,35854591.41,55285192.84
Total,2025-04-07,8.75208,32471700.02,25926283.63,107898155.86,0.0,36199253.2,55298250.35
Total,2025-07-07,9.0014,30916864.43,24921702.09,106592829.26,0.0,34619935.46,55398053.87
Total,2025-10-06,9.25071,31027748.83,24938786.49,107257126.84,0.0,34905722.96,55426262.45
Total,2026-01-06,9.50277,30257346.81,24285605.16,104530066.35,0.0,34199192.88,55451022.55
Total,2026-04-07,9.75208,30358834.9,24295214.98,105008550.71,0.0,34473582.18,55479540.87
Total,2026-07-06,9.99866,28703980.22,23250512.84,100613302.82,0.0,32744451.38,55545785.69
Total,2026-10-06,10.2507,28684570.62,23106221.87,99769406.13,0.0,32885651.66,55556936.19
Total,2027-01-06,10.5028,27931325.59,22489987.64,96576600.3,0.0,32182093.17,55563257.65
Total,2027-04-06,10.7493,27957724.33,22410873.83,96905186.17,0.0,32369988.85,55571101.31
Total,2027-07-06,10.9987,26199646.98,21405327.42,92731147.44,0.0,30484395.73,55589138.52
Total,2027-10-06,11.2507,26404294.13,21433317.58,94132796.81,0.0,30876055.93,55610999.52
Total,2028-01-06,11.5027,25599326.63,20800868.17,90481266.26,0.0,30084345.56,55618903.62
Total,2028-04-06,11.7514,25654281.68,20687846.07,90510828.99,0.0,30297969.9,55625037.98
Total,2028-07-06,12,23886821.61,19811851.77,86354554.26,0.0,28350025.16,55630078.54
Total,2028-10-06,12.2514,23935926.42,19743874.1,88077131.72,0.0,28553672.83,55642021.71
Total,2029-01-08,12.5082,23376918.08,19209415.48,86618498.14,0.0,28032762.76,55666507.7
Total,2029-04-06,12.7493,23282786.32,19006592.4,86189934.27,0.0,28056656.25,55672801.75
Total,2029-07-06,12.9987,21628434.96,18197563.14,80114579.19,0.0,26195126.95,55688031.25
Total,2029-10-09,13.2589,21643291.97,18071249.27,80034018.88,0.0,26351774.89,55695111.77
Total,2030-01-07,13.5055,20902784.1,17465543.63,77950716.77,0.0,25577684.06,55709137.8
Total,2030-04-08,13.7548,20861112.05,17309114.15,78567845.94,0.0,25656022.95,55712896.2
Total,2030-07-08,14.0041,19361841.33,16401156.64,73386934.55,0.0,23932776.94,55718602.51
Total,2030-10-07,14.2535,19335521.48,16261246.34,72919467.0,0.0,24021320.2,55724398.71
Total,2031-01-06,14.5028,18536455.25,15550899.02,69763152.56,0.0,23145288.53,55733110.21
Total,2031-04-07,14.7521,18629108.53,15528274.96,69920110.25,0.0,23378807.42,55733423.81
Total,2031-07-07,15.0014,17191052.27,14637133.29,64918187.68,0.0,21683410.64,55738948.4
Total,2031-10-06,15.2507,17132312.54,14488222.49,64148046.06,0.0,21721647.63,55746846.61
Total,2032-01-06,15.5027,16498954.51,13943568.49,62077290.99,0.0,21028600.33,55753365.31
Total,2032-04-06,15.7514,16371915.09,13718618.01,61849795.55,0.0,20975192.91,55753365.31
Total,2032-07-06,16,14968337.79,12866142.86,57096870.29,0.0,19276693.75,55763803.16
Total,2032-10-06,16.2514,15013005.81,12778112.69,58177395.55,0.0,19435867.64,55763803.16
Total,2033-01-06,16.5028,14379516.96,12251943.04,55589469.59,0.0,18713601.55,55770057.36
Total,2033-04-06,16.7493,14339610.96,12109534.5,55292362.2,0.0,18757652.23,55770057.36
