#Total,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE
Total,2016-07-02,0,46944241.4,34856955.82,46944241.4,-12087285.58,46944241.4,46944241.4
Total,2016-10-03,0.254098,47477603.24,35307781.21,66841418.2,0.0,47558436.78,47594457.78
Total,2017-01-03,0.505479,47302062.44,35311982.55,74300642.31,0.0,47462390.48,48310762.78
Total,2017-04-03,0.752055,47834315.29,35742302.72,80997329.31,0.0,48079105.06,48805203.54
Total,2017-07-03,1.00137,45669225.2,34353227.88,83620895.34,0.0,45986470.71,49219305.5
Total,2017-10-02,1.25068,46249533.25,34825352.77,89030099.86,0.0,46658463.21,49589147.21
Total,2018-01-03,1.50548,45847521.95,34688862.36,93451500.8,0.0,46350526.29,49906286.21
Total,2018-04-03,1.75205,46361561.26,35085166.91,98082506.03,0.0,46966336.38,50224672.11
Total,2018-07-02,1.99863,44244195.82,33746911.2,98671994.42,0.0,44913344.06,50647369.23
Total,2018-10-02,2.25068,44726643.9,34116886.63,103433855.56,0.0,45512945.65,50928869.76
Total,2019-01-03,2.50548,44304628.48,33960740.84,104691008.04,0.0,45194993.82,51205242.79
Total,2019-04-02,2.74932,44761454.57,34294854.16,108265205.79,0.0,45769038.96,51429855.45
Total,2019-07-02,2.99863,42751144.48,33044256.43,107260210.97,0.0,43819238.22,51895012.02
Total,2019-10-02,3.25068,43099072.99,33280387.75,110782573.4,0.0,44301360.73,52068403.65
Total,2020-01-03,3.50546,42625863.59,33011312.69,112909023.9,0.0,43941950.59,52282639.49
Total,2020-04-02,3.75137,42909549.67,33191218.98,115671600.2,0.0,44358525.52,52401216.23
Total,2020-07-02,4,40853298.07,32020880.59,114142643.56,0.0,42352628.22,52806340.75
Total,2020-10-02,4.25137,41178693.32,32227940.36,116494060.5,0.0,42832996.96,52935236.48
Total,2021-01-04,4.50822,40625076.08,31835794.45,117499003.7,0.0,42403008.67,53080445.96
Total,2021-04-06,4.76027,40918244.7,32029356.18,119203761.9,0.0,42853311.98,53193982.25
Total,2021-07-02,4.99863,38905110.38,30776559.23,115581991.1,0.0,40875143.87,53509225.49
Total,2021-10-04,5.25616,39144161.35,30892781.28,118086337.3,0.0,41281159.47,53597479.44
Total,2022-01-04,5.50822,38380561.33,30301749.6,115509765.74,0.0,40625719.61,53681058.02
Total,2022-04-04,5.75479,38544646.39,30346866.72,116158478.8,0.0,40947181.52,53717424.42
Total,2022-07-05,6.00685,36857705.86,29229937.23,114533700.0,0.0,39300032.19,53985100.72
Total,2022-10-03,6.25342,37011871.98,29271812.93,114837037.58,0.0,39621480.3,54050106.44
Total,2023-01-03,6.50548,36316944.19,28741848.41,113545409.28,0.0,39036039.03,54148689.44
Total,2023-04-03,6.75205,36605089.3,28903161.36,115532268.71,0.0,39502653.35,54207948.71
Total,2023-07-03,7.00137,34780615.88,27778680.91,111744527.69,0.0,37685109.13,54427713.39
Total,2023-10-02,7.25068,34944029.4,27862303.44,113037908.77,0.0,38025024.78,54474209.67
Total,2024-01-03,7.50546,34264181.27,27309687.96,110706576.65,0.0,37449616.89,54522045.74
Total,2024-04-02,7.75137,34381284.61,27376776.64,110475802.91,0.0,37737902.7,54567288.79
Total,2024-07-02,8,32593544.6,26270827.03,106709451.03,0.0,35929961.43,54674907.36
Total,2024-10-02,8.25137,32787171.99,26352278.62,107118953.18,0.0,36311385.66,54721435.66
Total,2025-01-03,8.50548,31980041.39,25712004.33,106563586.7,0.0,35584686.29,54745151.19
Total,2025-04-02,8.74932,32139781.98,25753914.65,106354606.7,0.0,35923938.61,54759004.69
Total,2025-07-02,8.99863,30610485.82,24765586.08,105250465.36,0.0,34372563.18,54859273.19
Total,2025-10-02,9.25068,30726175.32,24784518.16,105787480.96,0.0,34672774.02,54883253.87
Total,2026-01-05,9.51096,29969772.65,24135075.1,103150363.69,0.0,33992116.79,54912412.73
Total,2026-04-02,9.74932,30060861.99,24132355.92,103456930.85,0.0,34255044.69,54942371.77
Total,2026-07-02,9.99863,28424967.69,23107235.11,99104738.19,0.0,32549527.21,55009736.85
Total,2026-10-02,10.2507,28406601.11,22957179.03,98525220.71,0.0,32696680.64,55022449.25
Total,2027-01-04,10.5082,27662209.35,22337183.06,95328827.86,0.0,32008503.41,55028246.19
Total,2027-04-02,10.7493,27686932.41,22250267.43,95762369.76,0.0,32195920.55,55040853.55
Total,2027-07-02,10.9986,25948803.75,21261024.53,91527100.29,0.0,30329454.46,55058614.31
Total,2027-10-04,11.2562,26158783.28,21285412.46,92865547.13,0.0,30736828.64,55083346.41
Total,2028-01-04,11.5082,25359675.74,20645915.33,89185988.28,0.0,29952313.15,55091573.95
Total,2028-04-03,11.7541,25415671.84,20526646.85,89376983.19,0.0,30170680.92,55101542.61
Total,2028-07-03,12.0027,23671572.49,19666552.39,85432873.52,0.0,28244329.86,55105890.02
Total,2028-10-02,12.2514,23719732.4,19593240.51,87008492.21,0.0,28450495.36,55117697.81
Total,2029-01-03,12.5055,23167832.68,19053506.19,85485966.09,0.0,27937871.73,55142224.71
Total,2029-04-03,12.7521,23074350.33,18848546.66,85134128.34,0.0,27969890.83,55149782.14
Total,2029-07-02,12.9986,21445417.43,18057678.54,79183138.44,0.0,26130551.97,55164148.84
Total,2029-10-02,13.2507,21456388.76,17923321.65,79019651.36,0.0,26282945.75,55171633.7
Total,2030-01-03,13.5055,20726958.99,17317586.28,77015926.59,0.0,25525899.66,55186200.76
Total,2030-04-02,13.7493,20683694.9,17153865.32,77725996.4,0.0,25603642.2,55189651.68
Total,2030-07-02,13.9986,19204661.42,16259434.83,72566443.79,0.0,23897828.18,55195672.83
Total,2030-10-02,14.2507,19178746.89,16115794.67,72034081.17,0.0,23992475.04,55201844.78
Total,2031-01-03,14.5055,18385946.79,15405431.73,69142589.71,0.0,23124322.18,55209931.0
Total,2031-04-02,14.7493,18482950.33,15383485.94,69202583.87,0.0,23365888.67,55210323.14
Total,2031-07-02,14.9986,17069782.22,14511910.67,64316004.94,0.0,21692881.34,55216053.23
Total,2031-10-02,15.2507,17008221.74,14358591.85,63532416.43,0.0,21731002.62,55224510.35
Total,2032-01-05,15.5109,16384512.91,13819627.56,61505261.49,0.0,21050568.6,55230719.65
Total,2032-04-02,15.7514,16250823.72,13586684.38,61132016.06,0.0,20986376.68,55230719.65
Total,2032-07-02,16,14865965.4,12750909.14,56537887.03,0.0,19300258.32,55240161.43
Total,2032-10-04,16.2568,14918549.59,12667054.46,57567927.53,0.0,19475138.8,55240161.43
Total,2033-01-04,16.5082,14291042.42,12142786.36,55281400.25,0.0,18756471.57,55246119.53
Total,2033-04-04,16.7548,14249720.22,11997333.3,54949756.76,0.0,18800792.92,55246119.53
Total,2033-07-05,17.0068,12957106.54,11287020.88,50064895.19,0.0,17187441.87,55246954.28
Total,2033-10-03,17.2534,12873366.43,11113672.5,50743782.52,0.0,17166353.83,55247996.91
Total,2034-01-03,17.5055,12191744.63,10593153.75,47831757.47,0.0,16345005.21,55253572.81
Total,2034-04-03,17.7521,12173274.62,10495117.64,48037845.48,0.0,16406241.3,55253572.81
Total,2034-07-03,18.0014,10853056.84,9705110.69,43347867.87,0.0,14704884.29,55254048.22
Total,2034-10-02,18.2507,10918672.49,9646864.08,43143476.77,0.0,14872617.51,55254514.25
Total,2035-01-03,18.5055,10298490.02,9174366.02,40805399.1,0.0,14104245.42,55262207.76
Total,2035-04-02,18.7493,10260299.62,9052211.46,40886335.64,0.0,14125161.15,55262207.76
Total,2035-07-02,18.9986,8975017.68,8298769.66,36870723.15,0.0,12421569.37,55263736.39
Total,2035-10-02,19.2507,8979832.75,8253804.9,36802583.51,0.0,12495190.38,55263736.39
Total,2036-01-03,19.5055,8380427.06,7722791.21,33879795.38,0.0,11724633.1,55263736.39
Total,2036-04-02,19.7514,8348103.2,7593919.79,33778204.95,0.0,11740964.97,55263736.39
Total,2036-07-02,20,7224619.43,6906449.1,29315650.21,0.0,10215008.81,55267123.83
