#TradeId,Total,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,Total,3149810.1896,2509722.84642,-4809631.6234,-3813626.64951,0.0,0.0,3149810.1896,2509722.84642,None,2509722.84642,32155125.711
