#TradeId,Total,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,Total,2878159.98027,2483389.13039,-4367164.6666,-3756687.15814,0.0,0.0,2878159.98027,2483389.13039,None,2483389.13039,30941148.3648
