#TradeId,NettingSetId,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CSA_1,3818.82,65567.3,-4765.82,-105153,0,0,3818.82,65567.3,None,43986.5,56225.9
Trade_9765,CSA_1,698.124,22909,-628.322,-34850,n/a,n/a,0,0,None,8554.75,9035.2
Trade_7634,CSA_1,31.8152,22709.1,-46.1446,-40892.2,n/a,n/a,0,0,None,489.268,624.736
Trade_1112,CSA_1,4040.34,3799.21,-8016.16,-7169.83,n/a,n/a,0,0,None,78421.5,115330
Trade_1935,CSA_1,11232.7,3163.25,-17318.3,-4859.79,n/a,n/a,0,0,None,120181,211933
Trade_3609,CSA_1,7233.66,32404.6,-9924.78,-48549.4,n/a,n/a,0,0,None,81688.7,102832
,CSA_10,987.476,53600.6,-1230.7,-78350,0,0,987.476,53600.6,None,11581.3,15462.7
Trade_5367,CSA_10,0.421718,91.7591,-0.696651,-167.825,n/a,n/a,0,0,None,7.52415,9.63239
Trade_8951,CSA_10,28.1746,40171.1,-27.2878,-59441.7,n/a,n/a,0,0,None,364.457,828.924
Trade_8675,CSA_10,2124.14,1064.19,-3935.59,-2111.35,n/a,n/a,0,0,None,42044.1,70732.8
Trade_1104,CSA_10,2410.32,17469.3,-3266.13,-25392.9,n/a,n/a,0,0,None,27349.5,33375.6
Trade_5410,CSA_10,1650.12,29.9355,-2830.22,-65.5119,n/a,n/a,0,0,None,68146.9,124897
,CSA_100,846.101,56842.4,-683.29,-87431.4,0,0,846.101,56842.4,None,10592.4,11213.9
Trade_5432,CSA_100,2117.29,12495.8,-2285.59,-17716.2,n/a,n/a,0,0,None,25370.7,27094.7
Trade_1927,CSA_100,1331.63,43478.6,-1261.68,-65861.7,n/a,n/a,0,0,None,16273.4,17590.3
Trade_4234,CSA_100,2085.27,1.25447,-3330.2,-2.70767,n/a,n/a,0,0,None,111171,186777
Trade_2958,CSA_100,183.278,5148.67,-418.003,-9455.07,n/a,n/a,0,0,None,5108.02,9410.6
Trade_3935,CSA_100,21.7433,611.124,-47.6992,-1055.73,n/a,n/a,0,0,None,809.879,1035.11
,CSA_101,975.949,45786.8,-1076.29,-74981.8,0,0,975.949,45786.8,None,11351.4,14492.1
Trade_9149,CSA_101,10.7546,1.85588,-16.6926,-1.89803,n/a,n/a,0,0,None,113.118,219.847
Trade_9792,CSA_101,2209.21,19859.5,-3846.81,-35414.7,n/a,n/a,0,0,None,29677.5,37595
Trade_8867,CSA_101,702.771,22589.4,-532.451,-33210.7,n/a,n/a,0,0,None,8754.01,9051.72
Trade_2060,CSA_101,777.866,5077.04,-1491.4,-9519.15,n/a,n/a,0,0,None,13925.7,18625.7
Trade_5582,CSA_101,567.222,1550.93,-957.632,-2603.96,n/a,n/a,0,0,None,6841.65,10265.7
,CSA_102,2036.91,50016.4,-2084.97,-73511.1,0,0,2036.91,50016.4,None,24731.4,28263.9
Trade_4808,CSA_102,9.88052,333.685,-6.65412,-500.847,n/a,n/a,0,0,None,127.413,155.028
Trade_8542,CSA_102,3898.82,31667.3,-4857,-44753.7,n/a,n/a,0,0,None,45137.1,52200.2
Trade_8068,CSA_102,669.151,21478.6,-628.292,-33150.3,n/a,n/a,0,0,None,8164.04,8687.6
Trade_7595,CSA_102,978.826,408.494,-1522.02,-589.226,n/a,n/a,0,0,None,10422.6,14162.1
Trade_6778,CSA_102,423.655,71.728,-693.186,-139.246,n/a,n/a,0,0,None,21917.4,30955.1
,CSA_103,24986.4,755.417,-44123.3,-261.667,0,0,24986.4,755.417,None,247386,706900
Trade_2367,CSA_103,1.00473,701.26,-1.5742,-1302.05,n/a,n/a,0,0,None,20.4641,26.428
Trade_5178,CSA_103,25339.3,39.3678,-45227.2,-53.8402,n/a,n/a,0,0,None,324711,563560
Trade_8847,CSA_103,3656.75,107.968,-6558.37,-247.217,n/a,n/a,0,0,None,122816,231571
Trade_7253,CSA_103,1432.97,5242.65,-1987.35,-8131.04,n/a,n/a,0,0,None,16069.2,18784.7
Trade_3284,CSA_103,27.5875,135.369,-26.2139,-204.934,n/a,n/a,0,0,None,340.132,360.948
,CSA_104,12313.2,1038.18,-18456.8,-1037.75,0,0,12313.2,1038.18,None,132329,185476
Trade_4918,CSA_104,2413.39,378.742,-4426.78,-746.131,n/a,n/a,0,0,None,48306.5,103146
Trade_4418,CSA_104,21.7528,9.41737,-32.051,-10.661,n/a,n/a,0,0,None,233.392,417.271
Trade_7609,CSA_104,364.032,2840.11,-679.696,-5121.46,n/a,n/a,0,0,None,5737.37,8827.19
Trade_8691,CSA_104,12916.7,1224.9,-19562,-1423.94,n/a,n/a,0,0,None,138392,178807
Trade_7030,CSA_104,13.1889,0.928676,-21.6123,-0.922228,n/a,n/a,0,0,None,136.014,294.694
,CSA_105,4768.8,61229.8,-6415.92,-99653.2,0,0,4768.8,61229.8,None,55309.3,97595.1
Trade_7715,CSA_105,3006.57,42272.1,-3949.84,-65710.4,n/a,n/a,0,0,None,34337.4,48156.2
Trade_1961,CSA_105,1417.02,2455.94,-2165.83,-3770.2,n/a,n/a,0,0,None,15418.5,21096.9
Trade_3729,CSA_105,1309.01,12.9774,-2235.15,-28.7979,n/a,n/a,0,0,None,55274.8,106859
Trade_2946,CSA_105,7698.76,12718.3,-13039.4,-21817.2,n/a,n/a,0,0,None,98635.1,131312
Trade_3855,CSA_105,548.393,12981.5,-1058.91,-24359.9,n/a,n/a,0,0,None,10891.7,12954.2
,CSA_106,986.681,55387.1,-1412.52,-82514.6,0,0,986.681,55387.1,None,10811.9,16634.5
Trade_3474,CSA_106,0.00309808,4.03972,-0.00690835,-6.28041,n/a,n/a,0,0,None,0.116898,0.145092
Trade_7679,CSA_106,742.873,51131.5,-568.004,-75739.1,n/a,n/a,0,0,None,9469.82,10302.6
Trade_5442,CSA_106,4799.65,4170.65,-9047.59,-8217.55,n/a,n/a,0,0,None,95188.6,138284
Trade_2335,CSA_106,5297.2,3354.12,-9568.24,-6206.8,n/a,n/a,0,0,None,76614,126058
Trade_5467,CSA_106,461.009,7040.84,-487.694,-10603.8,n/a,n/a,0,0,None,5523.57,6070.88
,CSA_107,48715.7,8220.62,-70028.7,-10075.7,0,0,48715.7,8220.62,None,531537,647242
Trade_1687,CSA_107,456.367,35254.7,-289.847,-53134.2,n/a,n/a,0,0,None,5789.94,6111.8
Trade_3518,CSA_107,54675.6,836.877,-86171.1,-810,n/a,n/a,0,0,None,574078,1.04589e+06
Trade_7055,CSA_107,2444.61,13628.1,-4359.17,-24518.7,n/a,n/a,0,0,None,36890.2,45249.9
Trade_9872,CSA_107,34605.4,2000.02,-49682.6,-2147.15,n/a,n/a,0,0,None,375874,535583
Trade_2590,CSA_107,37.4298,4.59097,-68.8159,-8.5164,n/a,n/a,0,0,None,747.935,1522.18
,CSA_108,2504.6,9668.07,-4029.26,-16724.6,0,0,2504.6,9668.07,None,26356.6,45502
Trade_8426,CSA_108,1983.55,2422.87,-2970.61,-3601.42,n/a,n/a,0,0,None,21386.1,27023.2
Trade_4746,CSA_108,0.973942,1.2805,-1.80439,-2.36772,n/a,n/a,0,0,None,16.167,22.7655
Trade_9669,CSA_108,7.15495,214.834,-7.00606,-320.756,n/a,n/a,0,0,None,87.5077,97.1265
Trade_1877,CSA_108,239.445,475.21,-472.773,-866.491,n/a,n/a,0,0,None,9235.19,13904
Trade_5699,CSA_108,1764.76,8045.17,-3287.5,-14644,n/a,n/a,0,0,None,30011.5,38496.8
,CSA_109,54959.8,87.034,-87964.3,-57.9608,0,0,54959.8,87.034,None,576952,938980
Trade_8753,CSA_109,1331.7,859.897,-1760.68,-1086.48,n/a,n/a,0,0,None,15000.5,16659.4
Trade_5770,CSA_109,13024,902.716,-21807.1,-1153.73,n/a,n/a,0,0,None,137622,218343
Trade_3687,CSA_109,31.09,16.4233,-54.3928,-27.7271,n/a,n/a,0,0,None,399.658,785.717
Trade_4602,CSA_109,16.7669,2372.94,-35.7958,-3805.36,n/a,n/a,0,0,None,832.192,1432.76
Trade_6974,CSA_109,46291.8,1670.56,-72684,-2362.29,n/a,n/a,0,0,None,488265,926406
,CSA_11,4806.16,25649.2,-8205.12,-33077.9,0,0,4806.16,25649.2,None,48772.8,102598
Trade_2607,CSA_11,2.12615,1655.4,-4.93776,-2994.79,n/a,n/a,0,0,None,65.941,82.1131
Trade_5345,CSA_11,1.18984,465.568,-0.259332,-686.409,n/a,n/a,0,0,None,16.0741,16.2958
Trade_7917,CSA_11,17030.3,393.409,-31336.6,-717.803,n/a,n/a,0,0,None,284064,447506
Trade_4968,CSA_11,945.042,36298.9,-765.313,-52565.3,n/a,n/a,0,0,None,11924,12691.9
Trade_1416,CSA_11,0.0427664,8.42606,-0.0880395,-15.7465,n/a,n/a,0,0,None,1.05704,1.14016
,CSA_110,58138.9,5617.8,-92166,-7987.17,0,0,58138.9,5617.8,None,608602,1.26813e+06
Trade_3303,CSA_110,7896.65,9058.94,-11013.1,-13254.5,n/a,n/a,0,0,None,87166.5,99840.4
Trade_3669,CSA_110,6747.98,422.935,-10276.2,-463.576,n/a,n/a,0,0,None,72037.4,97135.5
Trade_5869,CSA_110,44564.3,2231.27,-70628.8,-3055.03,n/a,n/a,0,0,None,467851,863539
Trade_2363,CSA_110,5210.02,536.729,-9663.39,-1197.83,n/a,n/a,0,0,None,148134,282706
Trade_8960,CSA_110,353.412,1.36077,-569.086,-0.778332,n/a,n/a,0,0,None,3676.61,7050.67
,CSA_111,16607.5,30135.4,-21339.5,-41662.3,0,0,16607.5,30135.4,None,187254,200343
Trade_6411,CSA_111,5871.88,50802.2,-6157.1,-72203.1,n/a,n/a,0,0,None,70571.7,73346.4
Trade_8807,CSA_111,6653.87,294.98,-12679.2,-602.455,n/a,n/a,0,0,None,146561,213849
Trade_4993,CSA_111,2950.41,22958.6,-4487.26,-39961.4,n/a,n/a,0,0,None,37117.2,43235.8
Trade_4698,CSA_111,40499.4,481.891,-59824.9,-262.473,n/a,n/a,0,0,None,435847,593089
Trade_3989,CSA_111,5278.47,244.18,-10056.5,-498.349,n/a,n/a,0,0,None,116221,172870
,CSA_112,39176.3,9308.77,-56427.8,-10842.7,0,0,39176.3,9308.77,None,425494,573464
Trade_4321,CSA_112,2354.22,74.29,-4131.91,-172.778,n/a,n/a,0,0,None,81508,173627
Trade_3022,CSA_112,37792,9425.73,-54038.8,-11231.3,n/a,n/a,0,0,None,412824,480938
Trade_6257,CSA_112,872.414,2020.26,-1223.74,-3024.31,n/a,n/a,0,0,None,9614.19,11327.5
Trade_2354,CSA_112,11.1143,6.1842,-14.5438,-8.7138,n/a,n/a,0,0,None,127.119,149.825
Trade_7691,CSA_112,406.259,42.1046,-702.789,-89.7145,n/a,n/a,0,0,None,16760.1,28253.1
,CSA_113,15681.1,678.76,-28730.5,-1119.62,0,0,15681.1,678.76,None,183794,411122
Trade_7043,CSA_113,357.018,110.257,-649.849,-206.753,n/a,n/a,0,0,None,6478.01,12488.3
Trade_4523,CSA_113,3456.15,4.94929,-6417.19,-7.75494,n/a,n/a,0,0,None,68784.5,117790
Trade_2646,CSA_113,6834.47,399.535,-12853.4,-778.428,n/a,n/a,0,0,None,135664,197538
Trade_8701,CSA_113,52.3187,0.00665208,-98.0475,-0.0122275,n/a,n/a,0,0,None,1311.43,2497.14
Trade_7029,CSA_113,5403,585.908,-9539.25,-953.972,n/a,n/a,0,0,None,65941.8,95862.5
,CSA_114,12372.2,14370.3,-16851.8,-19275.6,0,0,12372.2,14370.3,None,137782,150827
Trade_4580,CSA_114,71.7505,112.985,-94.955,-137.55,n/a,n/a,0,0,None,800.432,953.076
Trade_9827,CSA_114,12381.8,14351.1,-16858.9,-19262.4,n/a,n/a,0,0,None,137910,150915
Trade_9775,CSA_114,5.34037,55.2669,-8.15299,-96.5199,n/a,n/a,0,0,None,73.0284,101.328
Trade_3994,CSA_114,61.2354,0.679649,-108.861,-1.047,n/a,n/a,0,0,None,780.12,1585.72
Trade_9724,CSA_114,2.01644,0.247435,-3.41792,-0.472782,n/a,n/a,0,0,None,106.781,175.368
,CSA_115,10236.9,16085.2,-14449.2,-27141.7,0,0,10236.9,16085.2,None,115469,167100
Trade_1798,CSA_115,9476.87,11100.2,-15007.4,-17683.7,n/a,n/a,0,0,None,104131,138944
Trade_6777,CSA_115,3.66497,11538.6,-8.05984,-21341.5,n/a,n/a,0,0,None,107.921,175.806
Trade_4515,CSA_115,190.327,673.162,-354.308,-1216.53,n/a,n/a,0,0,None,3004.19,4377.44
Trade_2169,CSA_115,11184.3,3306.29,-17898.8,-5582.91,n/a,n/a,0,0,None,127182,197480
Trade_3676,CSA_115,399.784,485.096,-591.65,-728.056,n/a,n/a,0,0,None,4317.83,5576.2
,CSA_116,29478.4,7493.95,-46392.8,-11221,0,0,29478.4,7493.95,None,309044,637612
Trade_3338,CSA_116,279.698,1175.95,-509.823,-2108.51,n/a,n/a,0,0,None,4157.01,5876.79
Trade_7053,CSA_116,19212.2,8753.82,-33078.5,-15362.8,n/a,n/a,0,0,None,236638,362805
Trade_6632,CSA_116,14001.6,3439.13,-19935.7,-3875.12,n/a,n/a,0,0,None,153220,186624
Trade_3229,CSA_116,15.7988,175.088,-16.2437,-242.146,n/a,n/a,0,0,None,189.749,202.244
Trade_7979,CSA_116,2031.11,11.9438,-3245.57,-25.3177,n/a,n/a,0,0,None,108052,185027
,CSA_117,65470.5,5021.85,-95842.1,-5414.82,0,0,65470.5,5021.85,None,707283,910877
Trade_9341,CSA_117,69089.5,4365.9,-101958,-4411.55,n/a,n/a,0,0,None,744682,958037
Trade_3454,CSA_117,2127.19,4794.92,-3050.07,-7330.5,n/a,n/a,0,0,None,23297.3,29087.1
Trade_8354,CSA_117,46.1983,3256.25,-77.7335,-5852.44,n/a,n/a,0,0,None,679.038,818.263
Trade_2255,CSA_117,4686.84,1261.27,-8019.85,-1917.48,n/a,n/a,0,0,None,51901.8,76449.2
Trade_2434,CSA_117,666.709,2489.44,-1149.66,-4316.21,n/a,n/a,0,0,None,8366.37,10191.6
,CSA_118,26606.2,20900.4,-44170.8,-26767.4,0,0,26606.2,20900.4,None,271351,665850
Trade_3264,CSA_118,10.3222,72.2611,-11.8787,-116.375,n/a,n/a,0,0,None,124.422,164.228
Trade_2842,CSA_118,6896,33236.5,-8793.09,-48964.5,n/a,n/a,0,0,None,79300.4,89794.3
Trade_2841,CSA_118,523.991,18.218,-971.798,-40.3976,n/a,n/a,0,0,None,13206.3,27730.4
Trade_2859,CSA_118,1318.3,81.4194,-2432.31,-152.353,n/a,n/a,0,0,None,21973.6,31844.1
Trade_5133,CSA_118,31695.8,1330.21,-56835.1,-2367.14,n/a,n/a,0,0,None,458382,903370
,CSA_119,28821.2,14443.4,-41608.1,-25023.4,0,0,28821.2,14443.4,None,314390,378676
Trade_2457,CSA_119,33046.3,3164.22,-49040.6,-3852.69,n/a,n/a,0,0,None,355459,554581
Trade_4863,CSA_119,2111.86,19201.1,-3826.3,-35073.7,n/a,n/a,0,0,None,31366.9,39518.4
Trade_4323,CSA_119,2.43283,0.223388,-4.5358,-0.496681,n/a,n/a,0,0,None,60.5204,110.443
Trade_1693,CSA_119,857.859,78.4313,-1378.49,-156.931,n/a,n/a,0,0,None,45817.6,72176.2
Trade_9287,CSA_119,840.624,37.343,-1503.32,-84.7027,n/a,n/a,0,0,None,28355.9,54150.1
,CSA_12,13349.2,9408.65,-20530,-13869.2,0,0,13349.2,9408.65,None,142786,225280
Trade_7317,CSA_12,13254.6,8882.51,-20362.4,-12804.8,n/a,n/a,0,0,None,141877,209787
Trade_5859,CSA_12,763.793,1046.35,-1485.3,-2109.01,n/a,n/a,0,0,None,16580.1,22180.3
Trade_7138,CSA_12,13.843,64.2781,-12.2839,-92.6424,n/a,n/a,0,0,None,171.717,175.73
Trade_5621,CSA_12,4.20964,0.23801,-6.92278,-0.478399,n/a,n/a,0,0,None,219.949,338.557
Trade_1515,CSA_12,479.94,582.411,-848.817,-1048.02,n/a,n/a,0,0,None,6184.21,9246.52
,CSA_120,7491.67,19115.1,-9285.13,-29293.8,0,0,7491.67,19115.1,None,87523.9,107250
Trade_8700,CSA_120,9423.82,14607,-12844.8,-21184,n/a,n/a,0,0,None,106623,132508
Trade_3121,CSA_120,44.641,2378.91,-67.4515,-4189.08,n/a,n/a,0,0,None,597.437,729.065
Trade_9886,CSA_120,188.019,451.038,-331.062,-783.301,n/a,n/a,0,0,None,8918.55,11805
Trade_8047,CSA_120,1090.97,3879.53,-2085.52,-7366.86,n/a,n/a,0,0,None,19370.3,26886.3
