#TradeId,NettingSetId,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CSA_1,3188.78,70214.8,-4910.29,-124459,0,0,3188.78,70214.8,None,35289.7,45746.7
Trade_9765,CSA_1,1067.15,19502.3,-1516.59,-33032,n/a,n/a,0,0,None,12331.3,13114.2
Trade_7634,CSA_1,57.1306,19294.1,-80.4418,-36618.6,n/a,n/a,0,0,None,860.024,1150.01
Trade_1112,CSA_1,2228.04,5302.9,-4649.85,-10896,n/a,n/a,0,0,None,45490.5,65577.2
Trade_1935,CSA_1,12149.8,2769.36,-21328.8,-4219.53,n/a,n/a,0,0,None,124577,238027
Trade_3609,CSA_1,4934.41,40593.9,-7417.33,-69775.7,n/a,n/a,0,0,None,54574.6,70613.5
,CSA_10,1737.71,46149.3,-2576.68,-76416.6,0,0,1737.71,46149.3,None,19501.3,23597.8
Trade_5367,CSA_10,1.09344,68.6533,-1.90193,-136.39,n/a,n/a,0,0,None,19.4805,23.5284
Trade_8951,CSA_10,75.8685,37464.1,-94.9423,-63680.5,n/a,n/a,0,0,None,927.709,1349.91
Trade_8675,CSA_10,2958.56,458.913,-6056,-935.943,n/a,n/a,0,0,None,62422.2,135092
Trade_1104,CSA_10,3506.78,14498.9,-5452.38,-23870.3,n/a,n/a,0,0,None,38389.1,45390.8
Trade_5410,CSA_10,1544.09,7.3536,-3195.25,-17.1617,n/a,n/a,0,0,None,73246.4,143327
,CSA_100,1260.86,52963.7,-1669.52,-92258,0,0,1260.86,52963.7,None,14976.5,15830.4
Trade_5432,CSA_100,1536.11,16277.2,-2107.56,-27442.2,n/a,n/a,0,0,None,17990.9,19163.6
Trade_1927,CSA_100,2291.34,35174.2,-3263.44,-59799.6,n/a,n/a,0,0,None,26377.9,28670.8
Trade_4234,CSA_100,1677.24,0.20025,-3363.54,-0.467049,n/a,n/a,0,0,None,107460,200039
Trade_2958,CSA_100,58.4107,5427.19,-131.527,-11416.6,n/a,n/a,0,0,None,1750.38,3662.61
Trade_3935,CSA_100,17.5195,404.656,-40.1369,-835.749,n/a,n/a,0,0,None,698.882,840.769
,CSA_101,1707.01,35451.7,-2753.4,-62164.9,0,0,1707.01,35451.7,None,18414.2,25824.6
Trade_9149,CSA_101,20.9496,0.4578,-36.6044,-0.594024,n/a,n/a,0,0,None,216.508,389.127
Trade_9792,CSA_101,3340.18,14326.1,-5873.76,-26028.5,n/a,n/a,0,0,None,44175.8,57427.2
