#Total,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE
Total,2016-02-28,0,45525697.2,34885252.1,45525697.2,-10640445.1,45525697.2,45525697.2
Total,2016-05-31,0.254098,46146410.31,35413991.97,65873548.57,0.0,46233443.74,46279731.74
Total,2016-08-30,0.502732,44199709.62,34208713.9,71935094.01,0.0,44364746.28,46923360.8
Total,2016-11-28,0.748634,44797196.65,34692195.08,78845059.31,0.0,45051538.59,47361819.21
Total,2017-02-28,1.00043,44591345.86,34710824.11,83789729.44,0.0,44938506.08,47787348.81
Total,2017-05-30,1.24975,45204775.92,35208025.8,88820058.64,0.0,45654414.7,48219680.86
Total,2017-08-29,1.49906,43206991.71,34006168.83,91768377.5,0.0,43733385.21,48697526.39
Total,2017-11-28,1.74838,43759033.0,34431668.93,96582019.9,0.0,44390365.95,48992052.09
Total,2018-02-28,2.00043,43363960.96,34273817.36,98579578.29,0.0,44088167.89,49248112.5
Total,2018-05-29,2.24701,43795767.18,34575883.54,102787170.86,0.0,44651582.8,49508637.37
Total,2018-08-28,2.49632,41926656.92,33478079.35,101984768.25,0.0,42867275.75,50017887.5
Total,2018-11-28,2.74838,42370734.23,33777537.96,104724107.5,0.0,43445616.52,50220368.3
Total,2019-02-28,3.00043,41901874.18,33521204.43,105229058.74,0.0,43088141.09,50429864.69
Total,2019-05-28,3.24427,42212831.27,33694140.04,108223917.99,0.0,43552399.75,50568755.89
Total,2019-08-28,3.49632,40360605.52,32593706.89,108305673.38,0.0,41785825.43,51023216.68
Total,2019-11-29,3.75112,40633670.27,32750030.39,111146210.32,0.0,42215990.39,51155543.05
Total,2020-02-28,4,40137787.73,32398161.45,110894409.29,0.0,41843876.57,51322299.27
Total,2020-05-28,4.2459,40436125.16,32552279.88,112918382.37,0.0,42318734.16,51432060.92
Total,2020-08-28,4.49727,38552957.68,31509754.09,111863801.98,0.0,40508850.9,51797561.12
Total,2020-11-30,4.7541,38839948.37,31672017.97,114086250.97,0.0,40976792.62,51921382.41
Total,2021-03-01,5.00317,38075251.74,30882800.94,111179604.2,0.0,40328564.48,52000220.47
Total,2021-05-28,5.24427,38369605.31,31174385.4,113724715.0,0.0,40817388.46,52089578.87
Total,2021-08-31,5.50454,36510567.4,29980838.64,110438858.88,0.0,39022733.18,52350821.59
Total,2021-11-29,5.75112,36670594.9,29995555.55,110583739.24,0.0,39368676.83,52413451.82
Total,2022-02-28,6.00043,36126199.47,29541606.21,110716232.03,0.0,38959196.27,52507580.87
Total,2022-05-31,6.25249,36261404.73,29543775.78,110892428.55,0.0,39298110.4,52560642.48
Total,2022-08-30,6.5018,34646025.77,28446489.51,108227800.21,0.0,37731188.95,52783795.4
Total,2022-11-28,6.74838,34930209.1,28575815.5,109954906.37,0.0,38224741.92,52867500.16
Total,2023-02-28,7.00043,34111915.34,27915722.13,107823082.62,0.0,37513931.65,52941797.23
