#Total,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE
Total,2023-05-30,7.24975,34267331.49,27908611.6,108686230.22,0.0,37882041.24,52985492.73
Total,2023-08-29,7.49906,32744697.73,26943651.16,105004199.92,0.0,36388476.81,53146073.71
Total,2023-11-28,7.74838,32843990.08,26986419.25,105463509.48,0.0,36690090.37,53219027.74
Total,2024-02-28,8,32066956.1,26321046.7,102849532.4,0.0,36011835.3,53264320.63
Total,2024-05-28,8.2459,32214972.72,26373915.94,102725474.47,0.0,36374084.94,53305315.54
Total,2024-08-28,8.49727,30561579.29,25301220.82,101016435.88,0.0,34698874.67,53382853.43
Total,2024-11-29,8.75137,30699829.14,25310238.86,100628484.93,0.0,35051522.09,53416958.45
Total,2025-02-28,9.00043,30012695.08,24724306.07,100476880.49,0.0,34455230.91,53448610.7
Total,2025-05-28,9.24427,30114125.07,24714684.98,100959684.05,0.0,34765413.03,53497729.52
Total,2025-08-28,9.49632,28603816.78,23722380.92,97597557.86,0.0,33213394.12,53581217.05
Total,2025-11-28,9.74838,28678786.79,23696999.42,97918363.07,0.0,33493657.72,53605923.55
Total,2026-03-02,10.0059,27785436.5,22759832.75,94124742.67,0.0,32642682.71,53622053.25
Total,2026-05-28,10.2443,27881419.27,22854376.12,94218707.42,0.0,32943883.25,53632463.35
Total,2026-08-28,10.4963,26388805.35,21923409.86,89464365.18,0.0,31369970.65,53683824.85
Total,2026-11-30,10.7539,26413824.14,21816094.76,90060408.71,0.0,31594909.7,53708985.0
Total,2027-03-01,11.0032,25437531.77,20806303.5,87040156.16,0.0,30610230.74,53714808.9
Total,2027-05-28,11.2443,25713594.26,21067520.49,89275444.02,0.0,31122475.27,53734655.0
Total,2027-08-31,11.5045,24161043.6,20231102.11,83925437.48,0.0,29427094.37,53768124.9
Total,2027-11-29,11.7511,24208539.97,20084576.84,84116091.11,0.0,29660430.61,53782635.5
Total,2028-02-28,12,23368041.25,19387930.76,82163057.55,0.0,28802953.64,53782723.2
Total,2028-05-30,12.2514,23435477.41,19306175.9,83570498.67,0.0,29066971.05,53789946.61
Total,2028-08-29,12.5,22080037.44,18688960.01,80934217.15,0.0,27555604.75,53804249.94
Total,2028-11-28,12.7486,21968380.21,18443716.49,80497551.76,0.0,27586250.09,53809260.62
Total,2029-02-28,13.0004,21213574.24,17717041.25,76338397.85,0.0,26805395.78,53821867.78
Total,2029-05-29,13.247,21224065.15,17559752.5,76094134.38,0.0,26983107.21,53829905.84
Total,2029-08-28,13.4963,19803202.16,16925963.82,72397745.38,0.0,25332788.29,53842048.04
Total,2029-11-28,13.7484,19752142.38,16731771.13,72850437.49,0.0,25425862.21,53847462.01
Total,2030-02-28,14.0004,18966818.69,16057296.41,69813803.98,0.0,24567988.46,53856701.24
Total,2030-05-28,14.2443,18959737.73,15910815.68,70217847.2,0.0,24707745.39,53865184.88
Total,2030-08-28,14.4963,17575426.4,15049895.3,65168541.34,0.0,23047316.04,53873071.38
Total,2030-11-29,14.7511,17681031.3,15021853.82,65506063.18,0.0,23332728.34,53878029.15
Total,2031-02-28,15.0004,17005293.56,14400334.26,62639791.16,0.0,22580129.68,53885000.49
Total,2031-05-28,15.2443,16951746.43,14234531.21,61954439.67,0.0,22646157.9,53888388.0
Total,2031-08-28,15.4963,15705569.2,13511363.54,57849598.97,0.0,21113535.65,53894593.69
Total,2031-11-28,15.7484,15567645.08,13266216.0,58059885.65,0.0,21059962.81,53900389.29
Total,2032-03-01,16.0055,14840532.83,12487666.65,54763163.51,0.0,20205559.33,53907083.07
Total,2032-05-28,16.2459,15011838.44,12625826.46,56280503.98,0.0,20561928.23,53907728.17
Total,2032-08-31,16.5055,13802130.74,11925320.16,52740155.03,0.0,19027960.09,53915418.47
Total,2032-11-29,16.7514,13764140.75,11770377.67,52696679.25,0.0,19092520.07,53915418.47
Total,2033-02-28,17.0004,13209323.7,11293889.46,49731774.08,0.0,18437079.88,53921346.77
Total,2033-05-31,17.2525,13143122.03,11130022.85,50564451.55,0.0,18460245.17,53923121.87
Total,2033-08-30,17.5018,11938983.59,10459473.76,46192288.81,0.0,16873449.95,53923198.23
Total,2033-11-28,17.7484,11912901.15,10344083.34,46276571.5,0.0,16940332.4,53923668.28
Total,2034-02-28,18.0004,11237564.17,9823089.22,43604463.39,0.0,16080655.11,53930389.34
Total,2034-05-30,18.2497,11339165.86,9786748.05,43960159.8,0.0,16327149.78,53935553.03
Total,2034-08-29,18.4991,10202502.77,9144681.85,39959644.75,0.0,14782020.47,53937191.73
Total,2034-11-28,18.7484,10156079.01,9006461.44,40323286.26,0.0,14806439.33,53938026.56
Total,2035-02-28,19.0004,9511466.2,8505115.71,38484208.41,0.0,13954016.7,53948375.53
Total,2035-05-29,19.247,9546657.33,8491483.7,38650384.18,0.0,14091956.67,53953810.85
Total,2035-08-28,19.4963,8304388.92,7715914.7,33754537.16,0.0,12334602.69,53955111.99
Total,2035-11-28,19.7484,8263857.96,7566402.5,33590913.88,0.0,12351724.02,53955111.99
Total,2036-02-28,20,7801315.7,7144467.42,31603077.46,0.0,11733831.42,53956361.59
