#CreditRating,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE
BBB,2016-02-28,0,10049596.3,3861753.1,10049596.3,-6187843.2,10049596.3,10049596.3
BBB,2016-05-31,0.254098,10123948.9,3882054.1,14167281.32,0.0,10143037.71,10148484.71
BBB,2016-08-30,0.502732,9475307.7,3849109.42,15378239.1,0.0,9510678.33,10231946.93
BBB,2016-11-28,0.748634,9597356.01,3909827.12,16829342.0,0.0,9651837.6,10280393.6
BBB,2017-02-28,1.00043,9666367.26,3919346.28,17931774.0,0.0,9741614.52,10344570.52
BBB,2017-05-30,1.24975,9796018.99,3986052.33,18909975.66,0.0,9893467.73,10412080.93
BBB,2017-08-29,1.49906,9161302.41,3955936.34,19368782.6,0.0,9272926.21,10488286.21
BBB,2017-11-28,1.74838,9291566.6,4023870.28,20458273.1,0.0,9425627.68,10540071.47
BBB,2018-02-28,2.00043,9332398.31,4012190.89,21130767.5,0.0,9488259.89,10582260.89
BBB,2018-05-29,2.24701,9440167.31,4065034.21,21833771.3,0.0,9624637.51,10628874.21
BBB,2018-08-28,2.49632,8833835.95,4061770.33,21400375.0,0.0,9032025.73,10706863.43
BBB,2018-11-28,2.74838,8944328.64,4111335.55,21801948.0,0.0,9171229.37,10738564.77
BBB,2019-02-28,3.00043,8961782.79,4085660.01,22215086.0,0.0,9215502.13,10762992.93
BBB,2019-05-28,3.24427,9047243.53,4107934.81,22707670.0,0.0,9334355.12,10792439.32
BBB,2019-08-28,3.49632,8449471.07,4101128.44,22451457.57,0.0,8747843.31,10870859.21
BBB,2019-11-29,3.75112,8527895.87,4132886.56,23380521.63,0.0,8859988.3,10899218.2
BBB,2020-02-28,4,8537402.65,4091875.5,23251528.09,0.0,8900290.36,10920447.46
BBB,2020-05-28,4.2459,8614833.71,4113329.83,23836893.1,0.0,9015931.06,10935495.26
BBB,2020-08-28,4.49727,7961308.36,4121676.56,23061562.7,0.0,8365209.06,10999164.66
BBB,2020-11-30,4.7541,8043155.22,4140367.93,23456593.97,0.0,8485658.54,11026513.44
BBB,2021-03-01,5.00317,8022481.87,3987782.07,22971104.0,0.0,8497267.56,11028966.26
BBB,2021-05-28,5.24427,8077553.3,4039912.29,23333109.9,0.0,8592864.55,11043565.85
BBB,2021-08-31,5.50454,7487291.07,4017313.33,22325404.98,0.0,8002473.11,11080336.71
BBB,2021-11-29,5.75112,7567550.75,4021295.85,22250438.83,0.0,8124348.74,11096684.74
BBB,2022-02-28,6.00043,7529639.48,3938851.11,22503703.83,0.0,8120112.3,11100755.04
BBB,2022-05-31,6.25249,7606738.78,3932429.93,22729808.7,0.0,8243767.79,11110597.19
BBB,2022-08-30,6.5018,7038799.78,3920400.53,21713452.0,0.0,7665592.44,11144335.39
BBB,2022-11-28,6.74838,7145571.03,3935947.19,22018789.0,0.0,7819522.84,11169999.39
BBB,2023-02-28,7.00043,7040252.44,3832362.9,21739748.8,0.0,7742381.47,11174379.19
BBB,2023-05-30,7.24975,7114649.05,3816853.07,22176672.3,0.0,7865146.21,11183401.39
BBB,2023-08-29,7.49906,6638947.04,3798211.0,21034446.33,0.0,7377721.38,11201079.19
BBB,2023-11-28,7.74838,6697199.34,3790263.74,21175195.8,0.0,7481452.36,11218500.79
BBB,2024-02-28,8,6596170.96,3658964.23,20962558.1,0.0,7407633.28,11219912.39
BBB,2024-05-28,8.2459,6674115.86,3648778.56,20944006.6,0.0,7535765.77,11226135.09
BBB,2024-08-28,8.49727,6191259.9,3604173.04,20682917.0,0.0,7029410.34,11228753.09
BBB,2024-11-29,8.75137,6260430.73,3589068.23,20456054.2,0.0,7147840.17,11237330.19
BBB,2025-02-28,9.00043,6196738.79,3456336.88,20908378.6,0.0,7113992.29,11239480.89
BBB,2025-05-28,9.24427,6260249.55,3449222.4,20854628.9,0.0,7227179.73,11247110.09
BBB,2025-08-28,9.49632,5797314.59,3390154.46,20039777.08,0.0,6731572.71,11252076.09
BBB,2025-11-28,9.74838,5840582.41,3357596.05,20164938.44,0.0,6821149.5,11260266.49
BBB,2026-03-02,10.0059,5759084.06,3141932.91,19452384.0,0.0,6765844.99,11260266.49
BBB,2026-05-28,10.2443,5779797.33,3162909.43,19403839.39,0.0,6829245.01,11260466.49
BBB,2026-08-28,10.4963,5336096.87,3110311.64,18201766.78,0.0,6343339.3,11263388.89
BBB,2026-11-30,10.7539,5375583.57,3066606.47,18351821.65,0.0,6430009.85,11273179.49
BBB,2027-03-01,11.0032,5271540.06,2851697.67,17919178.12,0.0,6343502.95,11273179.49
BBB,2027-05-28,11.2443,5330016.55,2890435.77,18523263.02,0.0,6451190.73,11276328.19
BBB,2027-08-31,11.5045,4879192.85,2842799.03,16991949.2,0.0,5942643.27,11276328.19
BBB,2027-11-29,11.7511,4943866.67,2805444.91,17279444.7,0.0,6057252.63,11280541.09
BBB,2028-02-28,12,4847017.11,2672158.11,17191770.55,0.0,5974333.42,11280541.09
BBB,2028-05-30,12.2514,4901143.82,2629538.33,17405823.41,0.0,6078878.22,11286397.49
BBB,2028-08-29,12.5,4507880.9,2642445.12,16880743.74,0.0,5625777.08,11296337.38
BBB,2028-11-28,12.7486,4524306.77,2568824.38,16745528.53,0.0,5681286.04,11296447.48
BBB,2029-02-28,13.0004,4444124.48,2477303.72,16274434.35,0.0,5615578.97,11296447.48
BBB,2029-05-29,13.247,4486986.46,2419574.25,15885406.62,0.0,5704508.53,11296447.48
BBB,2029-08-28,13.4963,4074797.85,2410127.61,15276660.63,0.0,5212593.26,11298125.38
BBB,2029-11-28,13.7484,4101212.04,2352999.15,15584815.97,0.0,5279266.41,11298275.98
BBB,2030-02-28,14.0004,3978679.64,2232513.42,15067332.32,0.0,5153639.21,11298275.98
BBB,2030-05-28,14.2443,4018181.34,2192429.78,15241968.03,0.0,5236369.41,11298275.98
BBB,2030-08-28,14.4963,3602299.63,2141858.65,13807821.58,0.0,4723832.32,11298275.98
BBB,2030-11-29,14.7511,3666195.27,2120675.14,13887050.78,0.0,4838085.07,11298275.98
BBB,2031-02-28,15.0004,3560877.07,2029025.86,13371616.22,0.0,4728236.9,11298275.98
BBB,2031-05-28,15.2443,3584280.26,1973763.42,13051872.99,0.0,4788305.53,11298275.98
BBB,2031-08-28,15.4963,3214535.04,1930100.48,12013806.53,0.0,4321410.35,11298275.98
BBB,2031-11-28,15.7484,3218425.37,1872238.35,12123015.3,0.0,4353899.48,11298275.98
BBB,2032-03-01,16.0055,3118469.98,1741086.37,11586535.5,0.0,4245832.3,11298275.98
