#TradeId,Total,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,Total,3049442.75631,2491349.97626,-4967292.1334,-4049079.10495,0.0,0.0,3049442.75631,2491349.97626,None,2491349.97626,31770304.8996
