#NettingSet,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE
CSA_24,2016-06-26,0,0,622309,0,622309,0,0
CSA_24,2016-09-26,0.251366,5625.5,628873,0,0,5634.44,5634.44
CSA_24,2016-12-28,0.505464,27189.5,636192,239529,0,27276.5,27276.5
CSA_24,2017-03-27,0.74927,45216.5,654099,357685,0,45436.4,45436.4
CSA_24,2017-06-26,0.998585,79299.8,599844,527843,0,79827.6,79827.6
CSA_24,2017-09-26,1.25064,99693.3,619623,609261,0,100548,100548
CSA_24,2017-12-27,1.50269,121182,618457,763550,0,122486,122486
CSA_24,2018-03-26,1.74653,138709,636647,843333,0,140495,140495
CSA_24,2018-06-26,1.99859,175875,585216,933366,0,178526,178526
CSA_24,2018-09-26,2.25064,195083,603934,989325,0,198522,198522
CSA_24,2018-12-27,2.50269,210762,600272,1.05448e+06,0,215019,215019
CSA_24,2019-03-26,2.74653,223272,616372,1.11884e+06,0,228338,228338
CSA_24,2019-06-26,2.99859,262256,569494,1.19515e+06,0,268885,268885
CSA_24,2019-09-26,3.25064,270109,578256,1.22789e+06,0,277791,277791
CSA_24,2019-12-27,3.50269,278337,570976,1.22228e+06,0,287140,287140
CSA_24,2020-03-26,3.74863,291130,583317,1.27799e+06,0,301249,301249
CSA_24,2020-06-26,4,329219,534883,1.31252e+06,0,341717,341717
CSA_24,2020-09-28,4.25683,336378,545293,1.3287e+06,0,350424,350424
CSA_24,2020-12-29,4.5082,335281,532988,1.34485e+06,0,350537,350537
CSA_24,2021-03-26,4.74653,340885,538303,1.42527e+06,0,357607,357607
CSA_24,2021-06-28,5.00406,373634,488047,1.43366e+06,0,393403,393403
CSA_24,2021-09-27,5.25338,378850,494839,1.45601e+06,0,400487,400487
CSA_24,2021-12-29,5.50817,366644,475330,1.45008e+06,0,389167,400487
CSA_24,2022-03-28,5.75201,374013,484791,1.38346e+06,0,398539,400487
CSA_24,2022-06-27,6.00132,404421,441671,1.40647e+06,0,432663,432663
CSA_24,2022-09-26,6.25064,408050,451148,1.44171e+06,0,438436,438436
CSA_24,2022-12-28,6.50543,392425,440110,1.43274e+06,0,423516,438436
CSA_24,2023-03-27,6.74927,397353,453212,1.41968e+06,0,430653,438436
CSA_24,2023-06-26,6.99859,420392,407248,1.43269e+06,0,457599,457599
CSA_24,2023-09-26,7.25064,421176,415702,1.44983e+06,0,460641,460641
CSA_24,2023-12-27,7.50269,398623,406301,1.37708e+06,0,438064,460641
CSA_24,2024-03-26,7.74863,400284,411731,1.37001e+06,0,441949,460641
CSA_24,2024-06-26,8,415287,368274,1.4045e+06,0,460710,460710
CSA_24,2024-09-26,8.25137,414030,375117,1.41814e+06,0,461642,461642
CSA_24,2024-12-27,8.50273,391648,366644,1.32675e+06,0,438900,461642
CSA_24,2025-03-26,8.74653,387406,371886,1.3476e+06,0,436277,461642
CSA_24,2025-06-26,8.99859,403713,336553,1.33383e+06,0,456946,461642
CSA_24,2025-09-26,9.25064,403086,344675,1.36082e+06,0,458669,461642
CSA_24,2025-12-29,9.50817,375314,330424,1.23818e+06,0,429398,461642
CSA_24,2026-03-26,9.74653,369684,331346,1.23672e+06,0,425094,461642
CSA_24,2026-06-26,9.99859,381870,290144,1.25374e+06,0,441452,461642
CSA_24,2026-09-28,10.2561,375117,291511,1.21323e+06,0,436133,461642
CSA_24,2026-12-29,10.5082,344057,280692,1.12083e+06,0,402270,461642
CSA_24,2027-03-30,10.7575,337310,281163,1.15846e+06,0,396575,461642
CSA_24,2027-06-28,11.0041,342627,239268,1.12646e+06,0,405042,461642
CSA_24,2027-09-27,11.2534,347583,246039,1.15477e+06,0,413187,461642
CSA_24,2027-12-29,11.5082,326629,234768,1.04183e+06,0,390485,461642
CSA_24,2028-03-27,11.7514,330225,240327,1.04364e+06,0,396930,461642
CSA_24,2028-06-26,12,322959,214797,1.02414e+06,0,390356,461642
CSA_24,2028-09-26,12.2514,328755,215338,1.03389e+06,0,399667,461642
CSA_24,2028-12-27,12.5027,303308,212791,973339,0,370872,461642
CSA_24,2029-03-26,12.7465,304867,211396,976430,0,374872,461642
CSA_24,2029-06-26,12.9986,297247,190284,930786,0,367625,461642
CSA_24,2029-09-26,13.2506,298053,188782,931674,0,370763,461642
CSA_24,2029-12-27,13.5027,275454,179454,886996,0,344641,461642
CSA_24,2030-03-26,13.7465,277477,179813,898876,0,349122,461642
CSA_24,2030-06-26,13.9986,267099,152204,819207,0,338016,461642
CSA_24,2030-09-26,14.2506,268091,153487,802993,0,341242,461642
CSA_24,2030-12-27,14.5027,241402,136423,729692,0,309055,461642
CSA_24,2031-03-26,14.7465,244390,142323,741120,0,314637,461642
CSA_24,2031-06-26,14.9986,235039,119872,702526,0,304356,461642
CSA_24,2031-09-26,15.2506,235661,118511,709228,0,306962,461642
CSA_24,2031-12-29,15.5082,213627,104383,653416,0,279942,461642
CSA_24,2032-03-30,15.7596,212910,102844,653826,0,280650,461642
CSA_24,2032-06-28,16.0055,207251,82173.8,604315,0,274768,461642
CSA_24,2032-09-27,16.2541,210078,85987,625026,0,280144,461642
CSA_24,2032-12-29,16.5082,188393,71580.3,557520,0,252727,461642
CSA_24,2033-03-28,16.752,189378,72334,556884,0,255499,461642
CSA_24,2033-06-27,17.0013,184100,51190.4,527897,0,249830,461642
CSA_24,2033-09-26,17.2506,184939,51539.6,532344,0,252435,461642
CSA_24,2033-12-28,17.5054,154859,48070,445216,0,212640,461642
CSA_24,2034-03-27,17.7493,154832,48322.5,447461,0,213816,461642
CSA_24,2034-06-26,17.9986,142233,36910.3,401936,0,197566,461642
CSA_24,2034-09-26,18.2506,143038,40049.3,400924,0,199857,461642
CSA_24,2034-12-27,18.5027,119302,39910.2,329930,0,167677,461642
CSA_24,2035-03-27,18.7493,120213,40082,340949,0,169934,461642
CSA_24,2035-06-26,18.9986,112861,32000.6,326163,0,160474,461642
CSA_24,2035-09-26,19.2506,113248,32042.5,314171,0,161975,461642
CSA_24,2035-12-27,19.5027,88566.1,30914.4,256861,0,127421,461642
CSA_24,2036-03-26,19.7486,88753.7,31119,260493,0,128429,461642
CSA_24,2036-06-26,20,81245.1,23562.8,245220,0,118258,461642
