#TradeId,Total,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,Total,2886422.19742,2417754.30638,-4749460.65049,-3967185.83193,0.0,0.0,2886422.19742,2417754.30638,None,2417754.30638,30526785.8333
