#TradeId,NettingSetId,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CSA_1,2679.26,72336.3,-5248.91,-140053,0,0,2679.26,72336.3,None,32280.6,41907.8
Trade_9765,CSA_1,449.812,26996.9,-785.001,-51973.4,n/a,n/a,0,0,None,5981.75,6295.69
Trade_7634,CSA_1,19.2981,26590.4,-34.0478,-52915.2,n/a,n/a,0,0,None,311.219,391.967
Trade_1112,CSA_1,5381.3,3265.28,-11737,-7002.78,n/a,n/a,0,0,None,103547,151787
Trade_1935,CSA_1,6707.21,5045.05,-12965,-10126.4,n/a,n/a,0,0,None,73865.1,97565.7
Trade_3609,CSA_1,8657.09,28974.1,-16999.3,-55306.4,n/a,n/a,0,0,None,101157,125125
,CSA_10,528.01,59613.9,-938.322,-115232,0,0,528.01,59613.9,None,6806.44,8652.45
Trade_5367,CSA_10,0.507473,104.286,-1.06707,-211.109,n/a,n/a,0,0,None,9.13719,11.2176
Trade_8951,CSA_10,9.03377,41182.8,-14.334,-78866.7,n/a,n/a,0,0,None,124.424,340.988
Trade_8675,CSA_10,1596.28,1780.89,-3281.3,-3991.67,n/a,n/a,0,0,None,30651.1,48587.1
Trade_1104,CSA_10,1473.25,20491.1,-2768.15,-39539.8,n/a,n/a,0,0,None,18129.2,20927.9
Trade_5410,CSA_10,1461.64,67.4979,-2406.91,-156.553,n/a,n/a,0,0,None,56622.1,102081
,CSA_100,715.206,57942.9,-1226.11,-111069,0,0,715.206,57942.9,None,9600.35,10099.4
Trade_5432,CSA_100,2381.49,11170.2,-4445.53,-21041.1,n/a,n/a,0,0,None,29615.3,31068.7
Trade_1927,CSA_100,1080.28,46810.9,-1910.98,-89841.2,n/a,n/a,0,0,None,14152.2,14878.9
Trade_4234,CSA_100,2062.94,4.3129,-3078.1,-9.71423,n/a,n/a,0,0,None,101652,166989
Trade_2958,CSA_100,362.288,4252.91,-883.238,-7796.87,n/a,n/a,0,0,None,9809.25,17407.5
Trade_3935,CSA_100,14.5807,890.902,-34.2446,-1506.31,n/a,n/a,0,0,None,516.166,709.157
,CSA_101,588.235,54682.2,-1097.85,-107229,0,0,588.235,54682.2,None,7259,9702.2
Trade_9149,CSA_101,9.1812,2.68065,-17.437,-4.88103,n/a,n/a,0,0,None,100.369,178.087
Trade_9792,CSA_101,1914.48,22673.9,-3944.82,-45424.5,n/a,n/a,0,0,None,26337.1,32577
Trade_8867,CSA_101,387.212,26660.1,-666.409,-50947.7,n/a,n/a,0,0,None,5229.83,5464.86
Trade_2060,CSA_101,532.041,7197.88,-1191.27,-14880.8,n/a,n/a,0,0,None,9556.66,12218.7
Trade_5582,CSA_101,829.939,1232.24,-1716.18,-2409.31,n/a,n/a,0,0,None,10027,15224.6
,CSA_102,1103.08,58373.5,-1932.3,-112363,0,0,1103.08,58373.5,None,14569.7,15441.1
Trade_4808,CSA_102,16.0621,292.729,-27.4138,-556.016,n/a,n/a,0,0,None,216.731,256.846
Trade_8542,CSA_102,2425.4,36182,-4517.63,-69284.3,n/a,n/a,0,0,None,30203.6,33445
Trade_8068,CSA_102,441.623,25388.9,-774.348,-48987.2,n/a,n/a,0,0,None,5844.34,6184.85
Trade_7595,CSA_102,1329.06,213.962,-2602.99,-414.975,n/a,n/a,0,0,None,14586.3,19824.8
Trade_6778,CSA_102,658.382,63.2956,-1017.2,-127.281,n/a,n/a,0,0,None,32059.8,46310.9
,CSA_103,27722.2,694.749,-54079.2,-1143.37,0,0,27722.2,694.749,None,279057,737830
Trade_2367,CSA_103,0.525751,863.471,-1.10901,-1722.57,n/a,n/a,0,0,None,10.8125,14.7818
Trade_5178,CSA_103,29445,25.2618,-58355.1,-43.4121,n/a,n/a,0,0,None,378309,647872
Trade_8847,CSA_103,3467.06,189.132,-6190.77,-451.393,n/a,n/a,0,0,None,110831,200100
Trade_7253,CSA_103,1234.06,5965.52,-2389.65,-11636.9,n/a,n/a,0,0,None,14620.2,16864.4
Trade_3284,CSA_103,39.0806,114.862,-70.7304,-217.301,n/a,n/a,0,0,None,499.925,525.796
,CSA_104,14924.3,712.334,-28573.7,-1232.85,0,0,14924.3,712.334,None,165246,228580
Trade_4918,CSA_104,1969.6,676.542,-3859.25,-1565.33,n/a,n/a,0,0,None,38519,73088.9
Trade_4418,CSA_104,18.1843,13.0106,-34.4233,-24.3812,n/a,n/a,0,0,None,204.317,302.679
Trade_7609,CSA_104,482.669,2593.59,-1076.81,-5140.08,n/a,n/a,0,0,None,7588.62,11769.2
Trade_8691,CSA_104,15864.4,849.875,-30650.8,-1570.31,n/a,n/a,0,0,None,174794,229306
