#Total,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE
Total,2015-06-30,0,40387370.41,34583301.21,40387370.41,-5804069.2,40387370.41,40387370.41
Total,2015-09-30,0.252055,41369287.82,35462967.18,60675126.13,0.0,41411378.3,41472685.3
Total,2015-12-31,0.50411,41637087.06,35875134.14,69069395.3,0.0,41721813.36,42505412.36
Total,2016-03-31,0.752751,42361779.07,36467872.19,75307167.1,0.0,42507533.48,43162686.48
Total,2016-06-30,1.00138,40972332.18,35863836.55,78370274.74,0.0,41190398.53,43919752.82
Total,2016-09-30,1.25275,41640806.81,36381378.18,82728403.01,0.0,41963213.44,44336805.15
Total,2016-12-30,1.50138,41456939.58,36370578.13,86557302.3,0.0,41917304.03,44728542.86
Total,2017-03-31,1.75068,41982899.29,36727085.96,90585377.7,0.0,42592594.72,45058139.33
Total,2017-06-30,2,40519482.3,36027479.24,90461102.16,0.0,41246895.39,45686319.88
Total,2017-09-29,2.24932,40913606.24,36223837.8,94154185.3,0.0,41841929.91,45871948.88
Total,2017-12-29,2.49863,40567487.6,35985570.33,94243650.0,0.0,41682884.26,46134476.83
Total,2018-03-29,2.74521,40965900.41,36182206.06,96792539.24,0.0,42287814.23,46363274.78
Total,2018-06-29,2.99726,39536172.83,35440820.53,95892302.64,0.0,41005773.12,46896235.43
Total,2018-09-28,3.24658,39830101.35,35512410.23,97948963.36,0.0,41558644.3,47058864.6
Total,2018-12-31,3.50411,39359717.13,35117673.44,99032140.59,0.0,41324468.53,47264838.95
Total,2019-03-29,3.74521,39563822.57,35129232.42,100931508.65,0.0,41781677.22,47386867.13
Total,2019-06-28,3.99452,38123968.48,34350849.77,99122307.4,0.0,40504622.96,47824476.35
Total,2019-09-30,4.25205,38349924.45,34342316.65,100729699.4,0.0,41032495.17,47971561.5
Total,2019-12-31,4.50411,37737510.24,33719100.25,100343646.9,0.0,40657836.15,48112679.64
Total,2020-03-31,4.75275,37975188.46,33730504.35,102138871.94,0.0,41195089.66,48229840.9
Total,2020-06-30,5.00138,36339869.42,32861030.42,99497467.6,0.0,39692053.4,48488658.95
Total,2020-09-30,5.25275,36461462.75,32761351.8,100490961.8,0.0,40125602.3,48575895.76
Total,2020-12-31,5.50412,35689443.82,31886377.55,98455819.91,0.0,39573092.93,48698839.96
Total,2021-03-31,5.75068,35787837.42,31772885.55,99181194.04,0.0,39975837.04,48758198.96
Total,2021-06-30,6,34354470.79,30865299.07,96692806.91,0.0,38661872.99,48907767.89
Total,2021-09-30,6.25205,34449142.74,30755094.08,97338024.53,0.0,39074698.75,48994788.6
Total,2021-12-30,6.50137,33686420.09,29952885.82,95270328.53,0.0,38508397.76,49082214.93
Total,2022-03-31,6.75068,33872786.77,29931309.45,97055243.6,0.0,39024266.06,49156926.95
Total,2022-06-30,7,32453145.05,28976015.81,93873973.6,0.0,37681148.33,49365739.94
Total,2022-09-30,7.25205,32505707.23,28814121.45,93883244.76,0.0,38048635.58,49430742.63
Total,2022-12-30,7.50137,31682484.81,27939453.75,92196353.1,0.0,37383264.2,49506312.72
Total,2023-03-31,7.75068,31751579.45,27824344.78,92959590.7,0.0,37766099.59,49590908.26
Total,2023-06-30,8,30359699.13,26921500.11,88964121.6,0.0,36400979.68,49702782.12
Total,2023-09-29,8.24932,30421569.74,26870135.19,89025742.2,0.0,36776035.49,49780460.35
Total,2023-12-29,8.49863,29527633.17,25951408.55,87672835.96,0.0,35990071.72,49824419.22
Total,2024-03-28,8.74455,29570270.92,25872952.36,87764534.0,0.0,36336281.44,49861869.97
Total,2024-06-28,8.99592,28269784.64,25048681.76,85856299.41,0.0,35028213.37,49949501.6
Total,2024-09-30,9.25275,28308253.42,24947550.69,86835477.89,0.0,35377582.34,50025575.93
Total,2024-12-31,9.50412,27448410.6,24132472.97,84769548.59,0.0,34591889.97,50075028.52
Total,2025-03-31,9.75068,27437514.42,23987726.49,85500479.72,0.0,34862987.2,50107411.52
Total,2025-06-30,10,26124671.2,23107800.15,82046064.35,0.0,33471332.43,50188178.95
Total,2025-09-30,10.2521,26056559.34,22912028.77,81656258.43,0.0,33667455.2,50213094.56
Total,2025-12-31,10.5041,25217483.67,22057580.14,78803046.8,0.0,32859928.7,50250964.55
Total,2026-03-31,10.7507,25200580.56,21923652.12,79345768.67,0.0,33110636.05,50279247.53
Total,2026-06-30,11,23826710.19,21055809.79,76047156.32,0.0,31568402.99,50326222.0
Total,2026-09-30,11.2521,23920641.24,20960652.88,75807756.47,0.0,31961963.36,50363118.0
Total,2026-12-31,11.5041,23091624.21,20176781.71,73491536.53,0.0,31116220.69,50406073.59
Total,2027-03-31,11.7507,23082363.96,19995192.53,73823260.02,0.0,31362074.5,50427008.39
Total,2027-06-30,12,21685445.2,19257559.97,70566894.28,0.0,29711495.43,50455791.89
Total,2027-09-30,12.2521,21748399.47,19116077.5,71903284.14,0.0,30048465.42,50482714.02
Total,2027-12-30,12.5014,21076405.12,18438996.94,70206064.21,0.0,29362329.8,50504089.57
Total,2028-03-31,12.7528,20967930.49,18142851.03,69622990.06,0.0,29456945.89,50514407.87
Total,2028-06-30,13.0014,19595900.3,17471892.88,64618315.18,0.0,27758497.05,50516789.25
Total,2028-09-29,13.25,19555912.55,17227750.62,64704554.83,0.0,27932356.64,50520687.11
Total,2028-12-29,13.4987,18865188.73,16494018.73,62845882.21,0.0,27169972.34,50532460.46
Total,2029-03-29,13.7452,18799612.4,16249106.9,63105943.77,0.0,27298356.5,50541026.83
Total,2029-06-29,13.9973,17529589.92,15677898.65,58868791.56,0.0,25668325.86,50553898.59
Total,2029-09-28,14.2466,17497498.36,15472483.54,58335240.55,0.0,25834524.01,50563883.82
Total,2029-12-31,14.5041,16743244.87,14737307.49,56643101.98,0.0,24933399.97,50572097.12
Total,2030-03-29,14.7452,16790938.52,14629381.12,57156658.49,0.0,25205585.39,50599312.32
Total,2030-06-28,14.9945,15680830.02,13945452.17,52612675.85,0.0,23735029.37,50605298.77
Total,2030-09-30,15.2521,15607648.57,13744442.26,52616849.96,0.0,23825297.04,50620429.06
Total,2030-12-31,15.5041,14994485.75,13142016.29,50509328.5,0.0,23079829.61,50623776.66
Total,2031-03-31,15.7507,14872328.85,12887066.92,50657266.88,0.0,23078189.8,50624766.57
Total,2031-06-30,16,13806937.45,12244658.19,47528750.77,0.0,21601380.56,50630491.12
Total,2031-09-30,16.2521,13810956.7,12100541.65,48037041.85,0.0,21787524.18,50640603.12
Total,2031-12-31,16.5041,13240896.5,11552418.96,46362348.7,0.0,21062105.75,50650311.72
Total,2032-03-31,16.7528,13206695.8,11381155.26,45962521.74,0.0,21180664.1,50658101.82
Total,2032-06-30,17.0014,12225611.2,10816793.9,42637817.62,0.0,19768652.93,50665703.72
Total,2032-09-30,17.2528,12148656.23,10622514.62,43190504.19,0.0,19807738.89,50671210.91
Total,2032-12-30,17.5014,11575528.74,10079863.09,41070571.61,0.0,19028671.25,50680414.71
