#Total,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE
Total,2016-06-25,0,45303260.4,34183313.1,45303260.4,-11119947.3,45303260.4,45303260.4
Total,2016-09-26,0.254098,45928755.26,34726940.27,65864909.09,0.0,46002548.53,46045849.53
Total,2016-12-28,0.508197,45822252.01,34795374.97,73822839.86,0.0,45969648.94,46825622.94
Total,2017-03-27,0.752002,46391486.31,35257255.41,80435918.71,0.0,46617961.77,47347324.77
Total,2017-06-26,1.00132,44327436.82,33969539.21,83483971.32,0.0,44623228.08,47798212.6
Total,2017-09-25,1.25063,44962878.09,34493450.72,88951904.19,0.0,45348336.52,48204346.62
Total,2017-12-27,1.50543,44603588.69,34390301.62,93627243.23,0.0,45084097.66,48551512.25
Total,2018-03-26,1.74926,45144951.94,34810322.07,98265515.33,0.0,45727022.12,48883262.94
Total,2018-06-25,1.99858,43127353.96,33572789.64,98887945.27,0.0,43777116.37,49346276.43
Total,2018-09-25,2.25063,43608740.98,33931393.95,103594388.09,0.0,44376957.23,49618689.9
Total,2018-12-27,2.50543,43210724.5,33778702.06,104391226.3,0.0,44084293.16,49888198.53
Total,2019-03-25,2.74652,43650827.64,34090807.36,107508846.41,0.0,44640974.51,50095777.16
Total,2019-06-25,2.99858,41714104.09,32911584.72,106604283.44,0.0,42768119.9,50579241.39
Total,2019-09-25,3.25063,42061800.35,33133084.77,109674205.86,0.0,43257412.57,50753513.87
Total,2019-12-27,3.50543,41615333.42,32862456.99,111932570.7,0.0,42932304.62,50957447.21
Total,2020-03-25,3.74863,41890766.82,33025919.92,114553246.5,0.0,43345971.45,51060336.74
Total,2020-06-25,4,39919891.82,31931764.04,112759387.2,0.0,41434584.05,51477402.47
Total,2020-09-25,4.25137,40244906.05,32123898.28,114815359.89,0.0,41921246.63,51608647.69
Total,2020-12-29,4.51093,39728555.8,31728233.77,115815412.6,0.0,41537012.75,51750352.22
Total,2021-03-25,4.74652,40002474.94,31892282.55,117898372.4,0.0,41963947.28,51865725.69
Total,2021-06-25,4.99858,38092551.32,30720032.47,113826129.0,0.0,40104053.1,52174820.45
Total,2021-09-27,5.25611,38314361.62,30810110.95,116121372.01,0.0,40503272.99,52266217.58
Total,2021-12-29,5.51091,37545725.9,30188099.8,113976128.0,0.0,39852814.41,52357015.79
Total,2022-03-25,5.74652,37689150.13,30208733.62,114375017.94,0.0,40156068.89,52394926.93
Total,2022-06-27,6.00406,36057966.82,29135469.73,112718198.21,0.0,38576705.13,52663059.9
Total,2022-09-26,6.25337,36222961.26,29172581.32,113203509.18,0.0,38920986.78,52729177.2
Total,2022-12-28,6.50817,35553447.09,28633172.0,111887543.54,0.0,38370911.92,52817794.29
Total,2023-03-27,6.752,35846372.06,28785263.93,113412051.1,0.0,38851142.64,52879348.67
Total,2023-06-26,7.00132,34108686.47,27713830.65,109744232.86,0.0,37128126.99,53074714.64
Total,2023-09-25,7.25063,34251985.14,27774577.68,110941683.56,0.0,37460224.73,53121203.53
Total,2023-12-27,7.50543,33567819.98,27191966.44,108786944.88,0.0,36889687.25,53163847.98
Total,2024-03-25,7.74863,33676959.66,27246895.33,108726954.09,0.0,37181076.35,53209809.64
Total,2024-06-25,8,31947868.32,26176888.78,104950484.79,0.0,35440969.64,53315508.5
Total,2024-09-25,8.25137,32130004.45,26242080.15,104931429.74,0.0,35823475.64,53357746.96
Total,2024-12-27,8.50546,31311399.11,25568835.94,104234938.27,0.0,35089737.52,53378264.32
Total,2025-03-25,8.74652,31453114.45,25588545.25,104180824.9,0.0,35419495.25,53394243.27
Total,2025-06-25,8.99858,29967219.97,24622440.19,102769299.3,0.0,33917380.84,53492592.62
Total,2025-09-25,9.25063,30078438.87,24630290.21,103226848.22,0.0,34224642.21,53520325.18
Total,2025-12-29,9.51091,29312232.35,23949253.48,100785099.76,0.0,33536857.38,53547848.66
Total,2026-03-25,9.74652,29387095.9,23926439.97,101067722.2,0.0,33790406.52,53578678.48
Total,2026-06-25,9.99858,27803134.85,22933445.03,96628391.22,0.0,32139896.91,53641991.26
Total,2026-09-25,10.2506,27777683.2,22767245.62,96076388.34,0.0,32290643.63,53655067.06
Total,2026-12-29,10.5109,27038176.81,22135621.54,92842645.78,0.0,31613518.91,53663895.15
Total,2027-03-25,10.7465,27059691.5,22037387.81,93289607.09,0.0,31804935.59,53681610.53
