#TradeId,NettingSetId,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CSA_1,3178.26,73588.7,-4638.64,-115794,0,0,3178.26,73588.7,None,34339.7,44065.3
Trade_9765,CSA_1,1161.44,18688.6,-1653.56,-28656.2,n/a,n/a,0,0,None,12932.3,14015.2
Trade_7634,CSA_1,58.2076,18545.5,-78.2724,-30225.3,n/a,n/a,0,0,None,864.607,1186.7
Trade_1112,CSA_1,1681.42,6291.72,-2966.37,-10839.6,n/a,n/a,0,0,None,34881.2,49975.9
Trade_1935,CSA_1,13799.1,2476.47,-21552.3,-3535.19,n/a,n/a,0,0,None,140124,268459
Trade_3609,CSA_1,4274.02,45382.3,-6115.65,-70265.6,n/a,n/a,0,0,None,46205.5,59632.1
,CSA_10,2425.76,43101.7,-3512.32,-65168.7,0,0,2425.76,43101.7,None,26226.4,31711.9
Trade_5367,CSA_10,1.73475,64.6949,-2.72814,-108.951,n/a,n/a,0,0,None,30.7153,35.9082
Trade_8951,CSA_10,127.431,36346.4,-170.228,-55883.3,n/a,n/a,0,0,None,1492.81,1971.89
Trade_8675,CSA_10,3145.22,368.968,-5400.02,-643.268,n/a,n/a,0,0,None,66575.3,115376
Trade_1104,CSA_10,4451.11,13194.8,-6590.85,-19852.3,n/a,n/a,0,0,None,47105.7,56066.9
Trade_5410,CSA_10,1577.04,3.54068,-2674.29,-6.70177,n/a,n/a,0,0,None,77316.6,122209
,CSA_100,1749.63,50271.3,-2398.45,-78286.3,0,0,1749.63,50271.3,None,19909.7,21851.2
Trade_5432,CSA_100,1252.45,18630.7,-1734.78,-28567,n/a,n/a,0,0,None,14282.8,15090.4
Trade_1927,CSA_100,3397.9,30138.5,-4872.72,-46147.2,n/a,n/a,0,0,None,37359.3,41432.1
Trade_4234,CSA_100,1595.75,0.059184,-2615.77,-0.103182,n/a,n/a,0,0,None,107069,155855
Trade_2958,CSA_100,36.5996,5685.23,-69.8059,-9880.07,n/a,n/a,0,0,None,1137.93,2363.82
Trade_3935,CSA_100,17.8696,367.765,-33.4024,-619.98,n/a,n/a,0,0,None,749.535,892.754
,CSA_101,2438.51,30859.6,-3751.2,-48004.9,0,0,2438.51,30859.6,None,25009.5,38339.9
Trade_9149,CSA_101,27.0162,0.269716,-41.9758,-0.366442,n/a,n/a,0,0,None,274.455,460.572
Trade_9792,CSA_101,4655.25,11430.3,-7340.52,-18057,n/a,n/a,0,0,None,60678.3,81447.4
Trade_8867,CSA_101,1103.37,19355.5,-1565.83,-29519.4,n/a,n/a,0,0,None,12494.5,12813
Trade_2060,CSA_101,1391.04,2609.56,-2373.81,-4466.71,n/a,n/a,0,0,None,25766,35992.5
Trade_5582,CSA_101,241.902,2443.97,-349.995,-3882.43,n/a,n/a,0,0,None,2950.65,4435.29
,CSA_102,4935.37,37837.6,-7082.18,-57380.3,0,0,4935.37,37837.6,None,54503.2,59155.3
Trade_4808,CSA_102,0.770591,722.718,-1.09363,-1111.81,n/a,n/a,0,0,None,9.21882,12.3432
Trade_8542,CSA_102,7792.77,24153.8,-11469.8,-36210.9,n/a,n/a,0,0,None,83550,92993.8
Trade_8068,CSA_102,1124.72,17279.7,-1603.57,-26562.7,n/a,n/a,0,0,None,12460.2,13906.9
Trade_7595,CSA_102,750.157,582.101,-1122.9,-884.008,n/a,n/a,0,0,None,7729.56,10330.1
Trade_6778,CSA_102,213.995,46.3508,-353.167,-79.2089,n/a,n/a,0,0,None,13685.2,18493.5
,CSA_103,24097.7,695.408,-39215.6,-968.358,0,0,24097.7,695.408,None,232416,692308
Trade_2367,CSA_103,1.77937,523.483,-2.82253,-903.321,n/a,n/a,0,0,None,37.0868,43.3802
Trade_5178,CSA_103,20997.2,69.5696,-33882.8,-91.5392,n/a,n/a,0,0,None,273890,483890
Trade_8847,CSA_103,3705.45,22.5556,-6423.2,-43.1187,n/a,n/a,0,0,None,142784,235169
Trade_7253,CSA_103,2789.65,3115.57,-4236.79,-4701.97,n/a,n/a,0,0,None,28630.2,36512.2
Trade_3284,CSA_103,4.19492,364.83,-5.76718,-564.184,n/a,n/a,0,0,None,50.1312,51.2798
,CSA_104,8942.19,1887.87,-13605.9,-2666.42,0,0,8942.19,1887.87,None,92914.1,121020
Trade_4918,CSA_104,3226.65,109.435,-5556.66,-188.125,n/a,n/a,0,0,None,68765.3,130654
Trade_4418,CSA_104,67.9608,1.66642,-105.091,-2.27947,n/a,n/a,0,0,None,695.838,1120.28
