#TradeId,Total,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,Total,3123011.743,2494235.87594,-4619274.6404,-3671837.09115,0.0,0.0,3123011.743,2494235.87594,None,2494235.87594,31858793.395
