#Total,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE
Total,2016-06-30,0,46500292.2,34583078.84,46500292.2,-11917213.36,46500292.2,46500292.2
Total,2016-09-30,0.251366,47042402.08,35039678.39,66396057.75,0.0,47120667.49,47155407.79
Total,2016-12-30,0.5,46877326.66,35053111.18,73801455.09,0.0,47032601.43,47874913.13
Total,2017-03-31,0.7493,47428688.16,35502703.23,80705138.6,0.0,47667247.02,48386341.99
Total,2017-06-30,0.998615,45292554.54,34139454.06,83415774.98,0.0,45601499.18,48806339.98
Total,2017-09-29,1.24793,45878716.37,34618546.79,88746295.2,0.0,46277174.75,49182258.25
Total,2017-12-29,1.49725,45470750.85,34474993.31,93094226.97,0.0,45957933.15,49491694.62
Total,2018-03-29,1.74382,45985428.91,34874741.06,97680262.66,0.0,46571001.96,49810022.49
Total,2018-06-29,1.99588,43895542.18,33561329.47,98424047.05,0.0,44545310.1,50238210.03
Total,2018-09-28,2.24519,44367638.69,33922690.06,103029801.71,0.0,45129913.13,50515090.06
Total,2018-12-31,2.50272,43949243.65,33768483.42,104207462.51,0.0,44813519.79,50791349.9
Total,2019-03-29,2.74382,44392028.43,34091084.0,107544637.96,0.0,45368557.32,51009492.29
Total,2019-06-28,2.99314,42393144.19,32848245.63,106703341.91,0.0,43428187.9,51471774.13
Total,2019-09-30,3.25067,42747117.43,33092492.0,110343076.4,0.0,43916013.91,51647639.77
Total,2019-12-31,3.50272,42268750.88,32818216.5,112393597.6,0.0,43547513.61,51857394.82
Total,2020-03-31,3.75137,42552222.04,33000000.81,114973066.6,0.0,43962363.7,51974874.26
Total,2020-06-30,4,40506377.12,31838291.5,113548533.1,0.0,41965906.69,52379395.02
Total,2020-09-30,4.25137,40834045.33,32048921.77,115657095.0,0.0,42443712.65,52508899.36
Total,2020-12-31,4.50273,40285491.17,31656691.9,116632398.4,0.0,42011692.93,52649473.9
Total,2021-03-31,4.7493,40577033.21,31848545.44,118490176.4,0.0,42452370.02,52758492.15
Total,2021-06-30,4.99862,38604212.91,30628027.34,115040569.97,0.0,40520161.84,53077306.19
Total,2021-09-30,5.25067,38837378.56,30738416.14,117429015.44,0.0,40917227.94,53165318.75
Total,2021-12-30,5.49999,38080223.28,30149160.08,114848297.59,0.0,40268967.65,53248128.69
Total,2022-03-31,5.7493,38252589.95,30203486.22,115387578.66,0.0,40601959.75,53287342.26
Total,2022-06-30,5.99862,36578598.46,29093624.6,113658734.6,0.0,38969803.28,53551465.92
Total,2022-09-30,6.25067,36734520.31,29137610.05,114282360.44,0.0,39295695.05,53618174.62
Total,2022-12-30,6.49999,36039603.74,28603014.6,113044777.85,0.0,38708736.66,53715032.87
Total,2023-03-31,6.7493,36332951.61,28769264.41,114825263.73,0.0,39182087.37,53773370.98
Total,2023-06-30,6.99862,34516585.16,27643090.99,111070205.46,0.0,37374323.95,53984336.59
Total,2023-09-29,7.24793,34676406.34,27723280.55,112388304.78,0.0,37711064.75,54030599.54
Total,2023-12-29,7.49725,33995682.98,27163720.59,110005844.53,0.0,37132647.39,54075134.81
Total,2024-03-28,7.74317,34112857.32,27230662.01,109737136.27,0.0,37421967.84,54118565.9
Total,2024-06-28,7.99454,32339355.98,26129080.58,105938893.59,0.0,35633457.64,54221107.83
Total,2024-09-30,8.25137,32531682.23,26210194.91,106541889.47,0.0,36014888.03,54267384.13
Total,2024-12-31,8.50273,31724261.98,25564923.74,105754451.35,0.0,35284115.16,54290136.78
Total,2025-03-31,8.7493,31882741.06,25607068.54,105534410.24,0.0,35621479.48,54302077.48
Total,2025-06-30,8.99862,30359336.53,24617885.77,104373686.83,0.0,34075238.43,54396847.18
Total,2025-09-30,9.25067,30472281.79,24634231.2,104824134.03,0.0,34369444.71,54421586.18
Total,2025-12-31,9.50272,29708833.46,23972530.31,102159706.21,0.0,33673086.93,54447590.84
Total,2026-03-31,9.7493,29803963.3,23974604.08,102550346.71,0.0,33943406.24,54475619.98
Total,2026-06-30,9.99862,28181215.18,22951884.02,98396472.94,0.0,32251329.43,54538553.24
Total,2026-09-30,10.2507,28164076.34,22803583.21,97392747.22,0.0,32396365.64,54551287.74
Total,2026-12-31,10.5027,27421260.95,22182678.13,94404650.89,0.0,31703451.53,54557439.1
Total,2027-03-31,10.7493,27452276.52,22102612.58,94870180.58,0.0,31898304.99,54568638.9
Total,2027-06-30,10.9986,25727765.95,21120254.91,90613895.97,0.0,30045925.14,54585934.9
Total,2027-09-30,11.2507,25930748.49,21139295.14,91996133.5,0.0,30438065.79,54609493.1
Total,2027-12-30,11.5,25137147.21,20503783.21,88403039.46,0.0,29655978.87,54616997.9
Total,2028-03-31,11.7514,25198866.84,20392387.95,88278315.35,0.0,29881040.97,54627799.61
Total,2028-06-30,12,23465937.08,19535805.9,84631357.93,0.0,27967056.76,54632203.29
Total,2028-09-29,12.2486,23516949.98,19465160.17,86287180.04,0.0,28174656.82,54644039.8
Total,2028-12-29,12.4973,22962087.58,18923415.62,84880553.23,0.0,27654265.92,54667884.01
Total,2029-03-29,12.7438,22871326.1,18720289.1,84424657.31,0.0,27687902.11,54676030.93
Total,2029-06-29,12.9959,21250850.19,17931787.64,78501648.98,0.0,25862660.08,54690187.23
Total,2029-09-28,13.2452,21262086.56,17797255.63,78454676.89,0.0,26012142.71,54696318.37
Total,2029-12-31,13.5027,20540495.28,17197326.85,76367314.02,0.0,25265557.64,54710784.16
Total,2030-03-29,13.7438,20499092.93,17036303.94,77192710.9,0.0,25342586.42,54714313.89
Total,2030-06-28,13.9931,19032394.69,16148264.62,71908315.86,0.0,23652801.84,54720437.37
Total,2030-09-30,14.2507,19011187.67,16009950.99,71345070.75,0.0,23754548.43,54726647.11
Total,2030-12-31,14.5027,18227372.84,15306913.63,68431901.74,0.0,22896000.33,54734646.41
Total,2031-03-31,14.7493,18324623.33,15285465.23,68761764.79,0.0,23137625.93,54735193.94
Total,2031-06-30,14.9986,16920736.61,14417500.54,63592044.9,0.0,21477119.48,54741040.31
Total,2031-09-30,15.2507,16864141.78,14267382.0,62911920.1,0.0,21520528.47,54749668.05
Total,2031-12-31,15.5027,16241942.5,13728402.34,60694086.74,0.0,20838250.18,54755893.95
Total,2032-03-31,15.7514,16115011.72,13502139.58,60548799.1,0.0,20785621.59,54755904.58
Total,2032-06-30,16,14740664.73,12671331.97,56086272.84,0.0,19114324.29,54765866.1
Total,2032-09-30,16.2514,14787914.78,12583096.88,56983716.81,0.0,19278960.79,54765866.1
Total,2032-12-30,16.5,14166696.5,12064837.86,54680789.29,0.0,18567541.83,54771790.6
Total,2033-03-31,16.7493,14129412.13,11923887.67,54361077.6,0.0,18617411.01,54771790.6
Total,2033-06-30,16.9986,12844630.47,11215070.17,49595541.6,0.0,17014768.91,54772425.61
Total,2033-09-30,17.2507,12765203.95,11046204.73,50189020.17,0.0,17000713.95,54773349.91
Total,2033-12-30,17.5,12090686.9,10531334.89,47377618.99,0.0,16188238.23,54779012.61
Total,2034-03-31,17.7493,12075174.2,10436138.22,47458484.11,0.0,16253662.91,54779012.61
Total,2034-06-30,17.9986,10762705.07,9646617.21,42770663.59,0.0,14564261.75,54779479.29
Total,2034-09-29,18.2479,10826133.12,9587916.12,42728911.38,0.0,14728205.24,54780057.65
Total,2034-12-29,18.4972,10209845.15,9118368.0,40384200.42,0.0,13963836.98,54787759.59
Total,2035-03-30,18.7466,10174523.54,8999556.62,40543810.25,0.0,13989719.27,54787759.59
Total,2035-06-29,18.9959,8899478.11,8249094.65,36554206.94,0.0,12301801.24,54789275.14
Total,2035-09-28,19.2452,8906182.7,8205008.37,36397549.51,0.0,12376706.75,54789275.14
Total,2035-12-31,19.5027,8310170.71,7676794.51,33598189.14,0.0,11612047.98,54789275.14
Total,2036-03-31,19.7514,8279253.34,7549431.18,33498178.34,0.0,11630532.68,54789364.62
Total,2036-06-30,20,7164668.43,6864463.36,29039510.03,0.0,10118444.46,54792724.31
