#TradeId,NettingSetId,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CSA_1,2992.49,76836.8,-4359.69,-123511,0,0,2992.49,76836.8,None,32180.6,40435.9
Trade_9765,CSA_1,1483.31,17434.8,-2132.02,-27116.9,n/a,n/a,0,0,None,16162.9,17701.9
Trade_7634,CSA_1,77.5461,17962.9,-109.844,-30144,n/a,n/a,0,0,None,1138.48,1530.93
Trade_1112,CSA_1,1217.54,7206.81,-2218.91,-12732.9,n/a,n/a,0,0,None,25310.1,36464.4
Trade_1935,CSA_1,15110.8,2137.69,-24134.1,-3089.47,n/a,n/a,0,0,None,152399,293770
Trade_3609,CSA_1,3374.28,50365.5,-4814.9,-79478.2,n/a,n/a,0,0,None,36395.1,47340
,CSA_10,2919.21,40256.7,-4297.01,-61592.2,0,0,2919.21,40256.7,None,30973.1,37580.1
Trade_5367,CSA_10,1.97967,60.6746,-3.26812,-105.209,n/a,n/a,0,0,None,34.8382,40.7879
Trade_8951,CSA_10,157.024,35446.3,-205.74,-55358.8,n/a,n/a,0,0,None,1806.48,2396.15
Trade_8675,CSA_10,3554.28,296.401,-6265.64,-534.82,n/a,n/a,0,0,None,75095.5,130285
Trade_1104,CSA_10,5145.37,12006.2,-7747.37,-18284.4,n/a,n/a,0,0,None,53651.4,64333.7
Trade_5410,CSA_10,1616.48,3.02778,-2771.73,-5.68216,n/a,n/a,0,0,None,79052.7,124714
,CSA_100,1984.71,48523.8,-2714.4,-76771.8,0,0,1984.71,48523.8,None,22200.1,24816.6
Trade_5432,CSA_100,1072,20118,-1463.03,-31306.8,n/a,n/a,0,0,None,12129.4,12834.7
Trade_1927,CSA_100,4081.52,27010.6,-5910.91,-41890.2,n/a,n/a,0,0,None,44099.7,49206.3
Trade_4234,CSA_100,1617.2,0.0402214,-2681.77,-0.0697637,n/a,n/a,0,0,None,108435,157604
Trade_2958,CSA_100,30.2776,5880.5,-59.5447,-10415.4,n/a,n/a,0,0,None,937.852,2020.23
Trade_3935,CSA_100,19.7717,350.746,-36.9606,-597.161,n/a,n/a,0,0,None,828.329,989.366
,CSA_101,3189.86,27086.8,-5056.28,-42709.1,0,0,3189.86,27086.8,None,32124.8,51497.7
Trade_9149,CSA_101,28.4702,0.237311,-45.0574,-0.315124,n/a,n/a,0,0,None,287.033,482.135
Trade_9792,CSA_101,5541.24,9487.87,-9039.2,-15379.1,n/a,n/a,0,0,None,71585.2,97957.3
Trade_8867,CSA_101,1402.44,18217.9,-1997.03,-28080,n/a,n/a,0,0,None,15500.9,15926
Trade_2060,CSA_101,1684.93,2251.54,-2968.66,-3978.27,n/a,n/a,0,0,None,31050.7,43880.6
Trade_5582,CSA_101,197.443,2793.91,-291.464,-4556.58,n/a,n/a,0,0,None,2400.55,3645.29
,CSA_102,6018.92,34170.1,-8727.7,-52421.7,0,0,6018.92,34170.1,None,65192.2,71093.1
Trade_4808,CSA_102,0.732654,750.714,-0.995039,-1172.55,n/a,n/a,0,0,None,8.58298,11.4097
Trade_8542,CSA_102,9091.24,21988.8,-13559.4,-33260.1,n/a,n/a,0,0,None,95936.1,107833
Trade_8068,CSA_102,1432.83,16089.1,-2067.07,-25119.2,n/a,n/a,0,0,None,15539.5,17481.5
Trade_7595,CSA_102,671.856,663.213,-1021.26,-1028.9,n/a,n/a,0,0,None,6882.06,9236.68
Trade_6778,CSA_102,196.147,52.1358,-327.051,-88.9679,n/a,n/a,0,0,None,12416.5,16644.2
,CSA_103,24593.1,655.837,-41018.4,-888.836,0,0,24593.1,655.837,None,236355,704568
Trade_2367,CSA_103,2.3184,504.783,-3.91565,-893.274,n/a,n/a,0,0,None,48.1551,57.0026
Trade_5178,CSA_103,20362,92.2591,-33809.1,-126.891,n/a,n/a,0,0,None,264595,469628
Trade_8847,CSA_103,3889.29,12.3407,-6843.02,-24.1925,n/a,n/a,0,0,None,149528,244650
Trade_7253,CSA_103,3272.26,2598.78,-5075.62,-3958.45,n/a,n/a,0,0,None,33306.5,43645.9
Trade_3284,CSA_103,3.77741,384.294,-5.04716,-604.337,n/a,n/a,0,0,None,44.6845,45.673
,CSA_104,7886.51,2378.06,-12098.5,-3420.09,0,0,7886.51,2378.06,None,81612.4,100725
Trade_4918,CSA_104,3559.27,85.3726,-6287.28,-152.419,n/a,n/a,0,0,None,75675.7,142513
Trade_4418,CSA_104,72.2276,1.4671,-113.607,-1.97125,n/a,n/a,0,0,None,733.262,1185.56
Trade_7609,CSA_104,128.138,3856.86,-209.623,-6607.99,n/a,n/a,0,0,None,2087.47,3223.26
Trade_8691,CSA_104,8358.85,2695.02,-12842.3,-4057.97,n/a,n/a,0,0,None,85956.3,105549
Trade_7030,CSA_104,28.7678,0.0927796,-46.0675,-0.121956,n/a,n/a,0,0,None,289.628,536.973
,CSA_105,2551.62,78474.9,-3438.41,-126848,0,0,2551.62,78474.9,None,27656.9,48652.1
Trade_7715,CSA_105,1845.45,54423.3,-2544.35,-86861.4,n/a,n/a,0,0,None,20108.1,29068.9
Trade_1961,CSA_105,654.855,4270.62,-964.078,-6776.76,n/a,n/a,0,0,None,6948.69,9671.94
Trade_3729,CSA_105,1172.99,1.72571,-1998.02,-3.26693,n/a,n/a,0,0,None,58912.5,100406
Trade_2946,CSA_105,3853.45,21151.7,-5734.96,-34598.9,n/a,n/a,0,0,None,49424.3,66277.1
Trade_3855,CSA_105,1704.66,5307.33,-3086.13,-9496.64,n/a,n/a,0,0,None,34880.8,47115.3
,CSA_106,1381.61,57449.7,-2335.15,-87631.5,0,0,1381.61,57449.7,None,13326,34006.2
Trade_3474,CSA_106,0.0057518,2.53365,-0.0106877,-4.12802,n/a,n/a,0,0,None,0.27089,0.328864
Trade_7679,CSA_106,297.653,69773.4,-394.399,-109373,n/a,n/a,0,0,None,3493.61,3931.63
Trade_5442,CSA_106,8736.95,1301.66,-15478.1,-2334.91,n/a,n/a,0,0,None,185484,329694
Trade_2335,CSA_106,9886.7,1112.47,-16730,-1800.75,n/a,n/a,0,0,None,146525,267560
Trade_5467,CSA_106,1281.9,4081.22,-1897.28,-6283.7,n/a,n/a,0,0,None,13622.1,15256.9
,CSA_107,76449.4,4185.56,-118383,-5983.95,0,0,76449.4,4185.56,None,784980,1.05606e+06
Trade_1687,CSA_107,921.566,29724.3,-1278.13,-46307.9,n/a,n/a,0,0,None,10363.7,10827
Trade_3518,CSA_107,71306.6,323.335,-113656,-424.476,n/a,n/a,0,0,None,713990,1.29871e+06
Trade_7055,CSA_107,1007.12,19581.7,-1553.16,-33317.5,n/a,n/a,0,0,None,15468.4,18663.6
Trade_9872,CSA_107,49530.6,935.316,-77141.1,-1290.3,n/a,n/a,0,0,None,508006,739625
Trade_2590,CSA_107,63.5692,1.04625,-112.41,-1.83338,n/a,n/a,0,0,None,1350.54,2469.42
,CSA_108,2426.87,11123.5,-3613.2,-19039.2,0,0,2426.87,11123.5,None,25436.5,34988.4
Trade_8426,CSA_108,4116.28,1125.07,-6525.73,-1652.1,n/a,n/a,0,0,None,41392.8,71849
Trade_4746,CSA_108,2.72908,0.388815,-4.72077,-0.654412,n/a,n/a,0,0,None,47.3975,78.9314
Trade_9669,CSA_108,55.9044,83.7593,-84.6254,-126.333,n/a,n/a,0,0,None,578.864,727.083
Trade_1877,CSA_108,32.4667,701.987,-58.7864,-1210.01,n/a,n/a,0,0,None,1489.54,2440
Trade_5699,CSA_108,654.005,11646.8,-1094.44,-20205.2,n/a,n/a,0,0,None,11518.6,15290.9
,CSA_109,61765.6,102.976,-99133.7,-137.651,0,0,61765.6,102.976,None,613506,1.06185e+06
Trade_8753,CSA_109,764.647,1792.61,-1105.59,-2737.72,n/a,n/a,0,0,None,8248.11,9213.92
Trade_5770,CSA_109,10413.7,1233.49,-16467.3,-1839.44,n/a,n/a,0,0,None,110676,154567
Trade_3687,CSA_109,85.7466,3.27437,-141.765,-4.72769,n/a,n/a,0,0,None,1113.48,2028.46
Trade_4602,CSA_109,0.896308,1883.4,-1.60495,-3132.46,n/a,n/a,0,0,None,56.1271,95.562
Trade_6974,CSA_109,56393.3,1082.87,-90475.8,-1481.63,n/a,n/a,0,0,None,566893,1.11166e+06
,CSA_11,1384.4,45137.9,-2252.28,-68990,0,0,1384.4,45137.9,None,13781.7,31772
