#TradeId,Total,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,Total,3173768.4513,2523697.84682,-4988208.3042,-3947318.61082,0.0,0.0,3173768.4513,2523697.84682,None,2523697.84682,32390360.538
