#TradeId,Total,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,Total,3144221.161,2509910.92608,-4914675.364,-3905507.17438,0.0,0.0,3144221.161,2509910.92608,None,2509910.92608,32168140.218
