#Counterparty,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE
CUST_U,2030-06-24,14.0013,209232.89,772593.2,821873.8,0.0,270502.4,1028327.1
CUST_U,2030-09-23,14.2506,211266.84,755403.1,857547.4,0.0,274774.3,1028327.1
CUST_U,2030-12-23,14.4999,174204.77,768061.4,792518.5,0.0,227933.6,1028327.1
CUST_U,2031-03-24,14.7492,176948.42,751426.6,833866.2,0.0,232915.5,1028327.1
CUST_U,2031-06-23,14.9986,170209.62,676065.8,722094.1,0.0,225392.4,1028327.1
CUST_U,2031-09-23,15.2506,170431.6,657866.0,744177.7,0.0,227087.2,1028327.1
CUST_U,2031-12-23,15.4999,145607.7,667548.7,651078.3,0.0,195203.6,1028327.1
CUST_U,2032-03-23,15.7486,146721.1,650729.3,710447.5,0.0,197905.3,1028327.1
CUST_U,2032-06-23,16,146602.4,579115.8,655056.6,0.0,198973.4,1028327.1
CUST_U,2032-09-23,16.2514,146362.5,560708.4,652174.9,0.0,199882.2,1028327.1
CUST_U,2032-12-23,16.5,130678.0,559937.0,619618.1,0.0,179559.1,1028327.1
CUST_U,2033-03-23,16.7465,131616.5,543815.7,622416.8,0.0,181947.7,1028327.1
CUST_U,2033-06-23,16.9986,129912.5,499351.9,591010.5,0.0,180708.0,1028327.1
CUST_U,2033-09-23,17.2506,129976.7,481165.3,559909.2,0.0,181920.9,1028327.1
CUST_U,2033-12-23,17.4999,114267.6,478659.7,525351.4,0.0,160916.6,1028327.1
CUST_U,2034-03-23,17.7465,115724.57,461732.0,558457.0,0.0,163958.8,1028327.1
CUST_U,2034-06-23,17.9986,108931.74,418563.5,498451.7,0.0,155293.4,1028327.1
CUST_U,2034-09-25,18.2561,112245.6,402644.3,518339.3,0.0,161033.6,1028327.1
CUST_U,2034-12-27,18.5109,98951.66,402373.0,462770.6,0.0,142852.98,1028327.1
CUST_U,2035-03-27,18.7575,101810.47,388162.52,473406.3,0.0,147873.45,1028327.1
CUST_U,2035-06-25,19.004,96536.89,347620.39,415454.7,0.0,141066.29,1028327.1
CUST_U,2035-09-24,19.2534,99296.3,331374.74,446022.9,0.0,145990.28,1028327.1
CUST_U,2035-12-24,19.5027,86146.21,330155.84,396980.7,0.0,127434.52,1028327.1
CUST_U,2036-03-24,19.7514,86986.91,314963.86,405898.8,0.0,129468.88,1028327.1
CUST_U,2036-06-23,20,80495.28,274533.29,350363.8,0.0,120543.34,1028327.1
