#TradeId,NettingSetId,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,CSA_1,3065.87,71738.8,-4423.71,-117549,0,0,3065.87,71738.8,None,33639.1,43886.5
Trade_9765,CSA_1,986.444,20115.1,-1335.03,-31692.2,n/a,n/a,0,0,None,11281.8,12087.9
Trade_7634,CSA_1,46.6844,19583.3,-60.8174,-34140.7,n/a,n/a,0,0,None,707.111,984.718
Trade_1112,CSA_1,2094.08,5312.48,-4024.87,-9964.99,n/a,n/a,0,0,None,43600.5,63155.2
Trade_1935,CSA_1,12462.7,2575.5,-20232.8,-3664.74,n/a,n/a,0,0,None,128010,240133
Trade_3609,CSA_1,4930.93,41607.3,-6966.13,-66282.1,n/a,n/a,0,0,None,53916.6,70302.1
,CSA_10,1861.28,44804.5,-2604.11,-69076.3,0,0,1861.28,44804.5,None,20648.5,24997.2
Trade_5367,CSA_10,1.43293,64.0325,-2.31653,-116.644,n/a,n/a,0,0,None,25.7895,30.2698
Trade_8951,CSA_10,86.3316,36723.6,-104.901,-57941.7,n/a,n/a,0,0,None,1040.02,1458.61
Trade_8675,CSA_10,2842.4,458.679,-5314.76,-868.236,n/a,n/a,0,0,None,60417.8,104069
Trade_1104,CSA_10,3720.37,13822.7,-5447.02,-21162.1,n/a,n/a,0,0,None,40221.8,47610.6
Trade_5410,CSA_10,1479.76,4.53662,-2756.91,-9.34902,n/a,n/a,0,0,None,72597.2,115299
,CSA_100,1354.36,53226.8,-1728.38,-85770.6,0,0,1354.36,53226.8,None,15858.2,17037.2
Trade_5432,CSA_100,1502.51,16829.8,-1975.53,-26350.2,n/a,n/a,0,0,None,17377.6,18563.8
Trade_1927,CSA_100,2481.79,34931.3,-3369.73,-55080.9,n/a,n/a,0,0,None,28189.2,30875.8
Trade_4234,CSA_100,1536.27,0.0832549,-2760.96,-0.16097,n/a,n/a,0,0,None,103013,150421
Trade_2958,CSA_100,43.7983,5291.83,-92.0687,-10102.5,n/a,n/a,0,0,None,1362.36,2835.79
