#TradeId,Total,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,Total,3010309.1113,2464861.62692,-4781165.5992,-3895413.11374,0.0,0.0,3010309.1113,2464861.62692,None,2464861.62692,31381592.333
