#CreditRating,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE
B,2015-09-30,0,1307831.0,1928027.6,1307831.0,620196.6,1307831.0,1307831.0
B,2015-12-31,0.252055,1355239.77,1956619.67,2607869.2,0.0,1356756.68,1447577.68
B,2016-03-31,0.500696,1455306.43,2087261.21,3331278.5,0.0,1458548.47,1541829.47
B,2016-06-30,0.74933,1470918.56,2009180.6,3785725.0,0.0,1476186.91,1631088.31
B,2016-09-30,1.0007,1547228.78,2112667.4,4194038.0,0.0,1555380.72,1692146.72
B,2016-12-30,1.24933,1563202.01,2117168.15,4510198.81,0.0,1574604.97,1776904.97
B,2017-03-31,1.49863,1620682.23,2197810.8,4936553.9,0.0,1636662.86,1823105.86
B,2017-06-30,1.74795,1640556.07,2117188.26,5235351.8,0.0,1660994.81,1901224.01
B,2017-09-29,1.99726,1677690.18,2180579.27,5356904.5,0.0,1702960.7,1924384.7
B,2017-12-29,2.24658,1680228.82,2159584.58,5685881.5,0.0,1711705.69,1993196.77
B,2018-03-29,2.49315,1722305.17,2228274.03,5752437.2,0.0,1760909.23,2025838.23
B,2018-06-29,2.74521,1748083.05,2151276.19,6140159.4,0.0,1793864.91,2108419.91
B,2018-09-28,2.99452,1768011.05,2198580.22,6204436.0,0.0,1820938.29,2123682.21
B,2018-12-31,3.25205,1763031.24,2166738.98,6202144.0,0.0,1824310.31,2175060.21
B,2019-03-29,3.49315,1782268.91,2216226.28,6253319.0,0.0,1852368.13,2194973.13
B,2019-06-28,3.74247,1805871.91,2124056.94,6416268.0,0.0,1885479.36,2269594.73
B,2019-09-30,4,1816207.88,2158663.03,6452494.0,0.0,1905225.92,2280844.73
B,2019-12-31,4.25205,1829874.94,2103073.33,6463858.0,0.0,1930107.01,2329784.53
B,2020-03-31,4.5007,1835907.86,2142871.95,6631453.0,0.0,1947029.24,2344309.44
B,2020-06-30,4.74933,1867074.83,2044385.46,6799915.0,0.0,1990880.59,2402272.59
B,2020-09-30,5.0007,1862980.28,2072648.26,6853010.0,0.0,1997464.22,2406366.12
B,2020-12-31,5.25206,1857665.83,2002256.46,6860738.0,0.0,2003904.64,2435790.52
B,2021-03-31,5.49863,1831419.26,2016724.97,6765414.0,0.0,1987393.7,2443605.0
B,2021-06-30,5.74795,1847568.52,1909978.09,6709782.0,0.0,2017025.72,2477119.4
B,2021-09-30,6,1825817.43,1936605.97,6729446.0,0.0,2005452.3,2482253.4
B,2021-12-30,6.24932,1834779.2,1869957.83,6698047.36,0.0,2028440.55,2499512.35
B,2022-03-31,6.49863,1807633.96,1901857.82,6683693.45,0.0,2011506.83,2511855.53
B,2022-06-30,6.74795,1829443.53,1814437.01,6743967.5,0.0,2049095.36,2546071.36
B,2022-09-30,7,1799232.72,1842254.41,6637074.4,0.0,2028590.11,2552365.36
B,2022-12-30,7.24932,1794014.27,1775961.14,6495689.8,0.0,2036466.47,2558517.26
B,2023-03-31,7.49863,1760988.98,1812897.6,6422047.1,0.0,2012599.42,2571174.26
B,2023-06-30,7.74795,1766563.76,1708455.84,6361654.3,0.0,2032725.88,2587955.18
B,2023-09-29,7.99726,1730566.95,1737190.66,6288617.5,0.0,2004871.14,2591101.18
B,2023-12-29,8.24658,1723782.48,1671676.87,6128268.3,0.0,2010905.13,2593302.18
B,2024-03-28,8.4925,1680707.82,1698278.94,6045932.7,0.0,1974155.6,2604557.18
B,2024-06-28,8.74387,1685587.5,1601573.3,6054908.2,0.0,1993825.34,2616810.24
B,2024-09-30,9.0007,1663493.69,1641830.85,6099641.6,0.0,1981843.16,2626563.24
B,2024-12-31,9.25206,1644362.7,1585767.02,6074997.9,0.0,1973331.58,2630139.24
B,2025-03-31,9.49863,1610348.06,1611755.34,5934201.9,0.0,1946300.39,2639176.24
B,2025-06-30,9.74795,1606128.86,1519436.2,5912252.0,0.0,1955207.61,2649447.61
B,2025-09-30,10,1570963.46,1556249.6,5767251.2,0.0,1926348.59,2649447.61
B,2025-12-31,10.2521,1530849.36,1492332.0,5522191.0,0.0,1891034.04,2649447.61
B,2026-03-31,10.4986,1490538.14,1530364.86,5494643.6,0.0,1854548.75,2649447.61
B,2026-06-30,10.7479,1480604.64,1442159.47,5351380.0,0.0,1855659.25,2658267.61
B,2026-09-30,11,1445732.02,1463409.31,5400570.7,0.0,1825345.05,2664800.61
B,2026-12-31,11.2521,1433838.88,1411084.41,5272015.2,0.0,1823711.09,2664800.61
B,2027-03-31,11.4986,1400770.26,1431196.14,5082829.7,0.0,1794534.31,2664800.61
B,2027-06-30,11.7479,1364387.91,1374725.29,5014347.6,0.0,1760703.56,2664800.61
B,2027-09-30,12,1329499.4,1394664.66,4938792.6,0.0,1728364.69,2668095.61
B,2027-12-30,12.2493,1310857.73,1331311.06,4909135.5,0.0,1716699.38,2668095.61
B,2028-03-31,12.5007,1285085.45,1372652.1,4895042.65,0.0,1695502.03,2668095.61
B,2028-06-30,12.7493,1239819.89,1302682.3,4674359.1,0.0,1647849.27,2668095.61
B,2028-09-29,12.998,1206360.66,1319898.0,4514348.29,0.0,1615212.61,2669852.61
