#TradeId,Total,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,Total,3029732.2596,2471884.57421,-4863977.5794,-3948879.24573,0.0,0.0,3029732.2596,2471884.57421,None,2471884.57421,31517680.214
