#TradeId,Total,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,Total,2714989.61074,2364965.42677,-4649211.22195,-4043027.43315,0.0,0.0,2714989.61074,2364965.42677,None,2364965.42677,29634260.2878
