#TradeId,Total,CVA,DVA,FBA,FCA,COLVA,CollateralFloor,AllocatedCVA,AllocatedDVA,AllocationMethod,BaselEPE,BaselEEPE
,Total,3061884.67665,2495359.62104,-5183199.2897,-4215324.13752,0.0,0.0,3061884.67665,2495359.62104,None,2495359.62104,32043821.112
